owner,balance
J9Uo1v7icbHZSWErkPfczTCJvuGSTK55pR6eAeQwHg1e,75000000
71WDyyCsZwyEYDV91Qrb212rdg6woCHYQhFnmZUBxiJ6,51023627166
GgA1owfaAP5row7Rju5naEvpAPj1wUSzyaw54A5Nrxph,420000000
BBvLY4WVDBaYLmRP3mbUS1JwFN79mnE7RK8SLuaUxQhx,420000000
D2hkMkzQ1acPBCnBs3cXMZGTbwvMvrynYbi76opLb2QH,75000000
4hHsa6SHPQRohQo5QQZ4gEABDb2DQA1e13MK1tD2WPgR,26577545837
B911hj6YeataVAq4uwBLhW6M7Br8k4UNN6uqyt2pHHy4,75000000
3WLGqwcA5YAxZ7PqnyScfxfXmGnu5TxvEpjR1TwgTsEr,523547731
E5XPjYDdMyRsKSLwDZ7W2yhJUZ2JvPqeWamPvQMshNqR,7482483346
8LEdDLDrhsRbh3MkZYf6bFyiFUdnmT9usEpmRSFnUD6z,75000000
7HR6DqhYi1gtqAjrG3kHzdoVucq57EcMRkwRmUc33qRY,75000000
GxMNyzHS5eV85RHyH7Ckvxrkmv32VNPse5GPaHnrXdfb,75000000
4wCNyEkJ1wiLnvqCrxTP1j8itTuAbqpMtakkKiLBT2M1,1
NNd8nWXUudqYrZbEgQ7xcBCQh3YJgPg9hcsQdKBieuh,1895802570
9RxZbMdrTYh5ArANvK4aDkgFsaRJRh6Emo5CPqW8E3jN,75000000
G2rAVVGZGR8SEeBJQA5eySQUnVciZVCaSjrTDLPj4kvh,75000000
GejWyQKToYXsnw7RQgwoHsUKEDeLcRGiazcGfwuBY6cB,1563447942
5YQWZa9516GfrcZZagDzvDvxRY1hzdE8JCvrhiXimK7G,75000000
9y1cVFdNYFVCurQsoDzr4T9ZLeEwRovAeZheuQ4R19aW,1140650516
AVb2mJw7LgYAGVPY6uWyAqxFhxmvxnKu2ZRT23Quu5sD,1093925382
EeFQeTFTy5yzYbN789aafos5Tey6k9tE3FG7QGZLBMAS,3610049124
62mcpK4r1pFJEbmJBdygthVxMhFo28H28on2bUTu8ruv,75000000
5kKvFssGCwiyjpJBxgVMw5kkqhbtXsbFtuAeA4vdtd1z,7181386187
CbMfJFmvydcX2t5UYgnVRECYNMjb9ztX1JYAFPPQYa3a,927070440
6Eho3xAnnXe9gsG2e19ybzdjK8VaFTrMGCY2qHVo1wzg,149775506
66ZXuJ91pcg9iVCwkvF5fXBTf4t2EdsaiGVco3Zkyz9v,75000000
CYJ4LgD7REuGanih3iHvhXZcgVC5v4nmmi4CbvkbtEJt,75000000
E2bvLCw3urSWPxkaeNKzsKDL6eziQzEp2XC3pQ6QbqqG,1
H5M8LxwJqtg4VeYW1Bgy4KpDd9n5wgdf9A4Ecit2gLDc,16668110449
5KbjdXYUFe8WquEteNNd4VeJWVQGsZxP33ShjaaRSz8f,298980000
BQFnNgSd5q2z5xPDUZyJM2yuyUKLLEzN3CjW2BD3FR2b,4427919324
F66AbmnSz7hS3x7g3i9CwDN3hty2hJo2JtnwmX3sqFPL,1
GjtNNb7JTtHQnRdNZoBZ7LkHTK9YZtV12Wdcea1Sat6X,9981414786
83fGhH9tSHZ2B9GMaw97G8Xcfe1M65zNoi9G3X1bMcDF,75000000
F3S1sHDo14G6BuQS6XDsY4AXfD5iBePtpcPqyq18NUT3,1235483467
Dkor3avyhnfxWx9eDVUJhQWkPAHspo4KiY8saBhgwDQ5,75000000
GCJxBzQY26nz1TXdrNVESHEvQLdTMWGttr71Fq3LgGvW,2000000000
HAcHncYVJ7qXQtsixuDB8tuunhFEqx9Gv3CQD3YWD9eG,11660631983
9w6cXoCZ7bAv2HWTozT7LfL5ehrzvKYVqMV1pJ8QYqjS,2227100747
3CRoi3kwAaBD4gXb6fKzGvbVD9i3akPnG5vjRjYVSBRs,333879082
KtCSMof8qhhtCVj1FmAEPo6jUYCD974LhGbnKxtLxj9,420000000
GyLghgebezYvfeUwgFksQpfMJHcMiqxTGcx99QJ2p4CG,75000000
4n7AWoHjqJdX92hv8JtCLD4oinrh6gCHQxsh1xhcPGK9,647462717
GzhhozfsvJb65msdyXnAY7dvL3e4C5nWvfCAmNoQkuxG,420000000
xvv8CYodxeQJ3ZNuciXNxGTZnqkiUvzLxk1yuxGzhdy,75000000
FNVK3MQ9nCAxdqyokfS3NECRG8zuS8qYhtZgXBZJRhpQ,75000000
324TnxoYMWrhBYey53GunURMo5bmN8MB2ER9joChkLd9,75000000
5sDZ9NECZHWxNdurApGS98EYyn3sKkugUbJBS5QxoxuC,119000000000
5qfu64JXWasV3rnjbuQM8z1ZyX9ZhjBu7KYhApee546E,420000000
4qaJLBNyVk9i9j5HYVf1QtaNhYoNHmAkBd5DBgdvvwVc,75000000
4WwkzVKQxtgGExfKPQJHrYZs8skww3LV9YK1VFXYN2jS,420000000
ARPPmFf2PpZr5zgDRpRPUTC7M9VEY1aepcxqL6dzKEun,420000000
FgxeAV4ZEpVmegnYcuLyxUzHAwn7j719gRZzgwWXsZQn,463756125
8B9U4VcFnLNuvkQKMJJRM5yh67yJQQghqFfrdAkiuMJc,75000000
B6ric4n9jCFikEGZcX47XcCYDhWkqTdfrsr4M4jqRSmG,75000000
D1VhTzW3pzmMH894ATnybAtYLq3wV7daJuChwgAM78nY,13200856973
7f7rQn5bfQBBZvtLEd1h356F2HRt8fdsff1U4P6g3BEx,96788393570
DPNmwi13yuazSG9smyqntihizqqaNEFwq8CDChw4JZjY,75000000
4c5eb9AukVDKYyPApvis1A6sWWie2wPPMFpt99udv7rL,75000000
8L11vDNzoPuUD6XeW6zUZvuiAvtsiohVEUsVMTGcYHV3,420000000
5iNH5YStiyHgDjMbPKR6dGyRnbNU9fCMvPpxMgP7GUZE,121038875
2AGAtgH1YKxR9Jq6r31JTVnpXZDTk4qwiUiU6g1HMQDU,75000000
3BZEYNsRQ7VQCGkgM5UoGzztjPwa9MeHX3PT6QKAojTc,7023239138
9BoTYEheBDFfC8TWWL75KWfEYEFjSRn4Saj2SrR8s88k,278453978027
J9LM3fVcrhJnk4GAbC4krFNDiShec1jTF58Sv5CLx7M9,420000000
6nBHYY2cQzMkiR5PpufevPAX7TBFrMo4Br9tCaM1Kaks,420000000
88wy5kpTXrdx3jmKEgZEYT3q9LE8sjovNW79ZbdmUKai,75000000
23kuG5cngYHoK36Lea7zdHFioqdE4UvVZb3kDqA7D4Fs,538653
CCfgQXG1pkzSUAuVEcG8KmVrXJg2qrpCQUUz4SH6MkT,75000000
HKYAP62ErRpupzqnsQkAmsA2y7Yu5Bn95jMCyyq1gnDS,75000000
886P9bnTogjBQCj7NW8Jad2gxspUgmTghefdF1nteu4f,1967363789
54epyVJZ8zavX8bizY1S9pPwuXgsW7qot2gDEzndiSbF,75000000
GhDh41Jn3KVdWcykdu5Tx5FCWzSTVitHAivcUsT3Ckhd,378329642
Hy8hLFSp717ntWc9h5wUopPRXdUeS6z1BmhjgsqdRxTP,4606611691
ET7JKaDukfgDJVJVWijSCjmbpbWYaifGPNwVd4hRC5VP,1000000000
DnrC6rQhwc472H3GX1y9UgCyU3iiRj9erRrPsUvY81zX,3914003749
AFcNNc3XEUZX6RGUhJdu4kLkJAXCWcQugmxr4aLbGN2N,71294225508
EnNc2crAiMaqGJLBo4GeuejJ5HZHHopkG5PttQ7Pt2mo,3996301353
EcjfY2wEA334peybdxBNQT6L7MFmsGpxvdPqKnj4DnyV,5187702355
AwCR4bmS6QHMFp3ANFGtnR36eDS5zwrGpdKDcW1jYZ1w,840000000
EjjJAqR4S5JDXE6xnXednFRN7CiaeLoZ3sjT4yfM6wKi,75000000
EcXcThdRju6cad7TgVHd91fZuwN9ecjna4vtruq91fxM,420000000
26bPGEijMUqZdXi99vodCcph4uRsesNw1yPHG5qzgJFm,28
3QR2GhKy3dd6xoNdw3toLp3S4DCKcLFngqnnACH23qbp,48674132869
EH619LdBUG4LhpBaFYhKUMQ1yT5N9pMcYe4xVGQbBsjT,420000000
CFqn9qebLGT6ybPTduAmbNcGBtvR8xa2uibmNXr6zwvK,75000000
CmiDPbyTWcAv6Bh5AHHyRpmHketdyJAjWzRnFkxRPQ9v,420000000
72omJ8wXY2bJGmQAtgtUmaB8Qt1ChMd61J7c8kodqQtw,75000000
BmCgsgrL7wn2iHNvP2KN3iD4r1y1JpMW2MEwdMEMELWm,75000000
FkXp18TKrWFxMN8muVkfoxyeBDrEsTjyq9hTRNqLS6aZ,75000000
CzTECgcxaPwSdnbEZC7qnRhj1uMmCBQdUEMLBji8owZM,4006973106
9ARfNtBRxyJSy6vBaQxVaRq8wmrVAEZwNPkt2vM83AQz,2905458570
BDazQh7cRsdVe4JTLs7v2f5GPUuFeieuFwUQLLUnpUM6,75000000
F8kS1h5cRuLw12GCZUspByLkTTKQNcpZ4cfY8YAqDxCP,75000000
E9pabsdifZ9dWoGnStqppRVtXqhcmoTKjHhJGbx5Pa8x,75000000
Hwmxx2yZFTL5oJtiVpADAKiBmpTUtJHtSKZuwXpreeYc,420000000
9VYx53FqbB6orbo1PnTwejE3Xu8BstPqAwQUCGZB9cST,75000000
wRqLB6RFq1kohfikkJSK3vhAwTEgeRDk8VStjrP6mwV,251657381
9mGdURCVpFgVGTddRmaunoSjpzd4yr7CXJSDnWa1MZnB,1979586564
4RQvbKFwMFzgu3DPBGLrtXvF211NQkbUUkLs715Zm5tF,75000000
ARVzXNqdRkgUgeijkEjjDrnYAcHgc6zXk3yUr4V9ZiRs,75000000
8LH9hPipAtCgjf8wuPtKGu4FwZuwL1vWUyn5PqvqMTeo,420000000
5jP6ewGF7k1ifNzrSprxXu3neQWXg9JfLAvzfmVFRJMR,75000000
BLv31ztysBb2pHqrBddV1bKd5REF9SYY9s51uHUcgfMH,1
BLeUZPn7WU9XeDBCd5HsA3hJQyBpFoaHL611ZpWh8jSo,75000000
73ezDhQ1UUUDhTkecNvUDdiwZV5pJm5jwanrJufriYS6,821083712
HqqwA7xj1ToVqqSoq2cc6sG4t9j5ZKgbKTwzB9JaJP8x,139819192
EzMuPvTKXxDfBMY6QcyBM7Nc2LUTFuC9zMnXfdF5k6Js,75000000
YSjzzLaTJiPDRBoc9KJ16Jfgz4EFtV9EE3xDYCUxhWb,75000000
3NCygQExYzHr2H2VGyzfgmLYyytiE1rNag6s4rHiaWDF,75000000
FmJCNfr2AqvY1cGsawh6Roo63wx86pZuFmvbLvvVcarT,103007949
6pTpuC5RSMfedK5UHn5Pr65DYupepH95DCKqYqCFdqoP,75000000
ecK4tn8zXaLFDRVcxVC5dT1ar4cB6qQZ6xtnp7sfhDD,6500000000
6ZA4uU8h2LeE8eQ3xhEdLisb9yfsGvHdig59hFFEL5c1,5875862392
HkHhNoYSd8kx1jyAGeWUfjvupj2V8f49sN2c5a1Y24E5,420000000
5kY13HFk1oGnMpNJTWgbbwUvMQchLDx7Fn1xMeuwXk2U,75000000
12PChbRD88fGgXRuGzzanqzQiWaAG7KJQeeEirpohUuE,420000000
ErMc2p6Bs2ovj44ys8NWSBsp8aDNVf5SpVL2Vx6zugK9,75000000
jzZ1unVaJyb2t39jWZT71fzrQGTtHFUXSg8pCdd2gBg,420000000
6JUqduUKwn6meBR61XxNB2BgAd8LKox5roPehEwDv72,420000000
G85D2uag247P1aomJgvKQNPmWRF1hCUGqQn14rDZYL1p,75000000
DqPqUDvzFW7Us6522Vbtjxuaq4FxwQ7FV6edT5ArcDmR,75000000
HXbj9cry5BxF12HXeN8UUitMd2jiXAjDRvnz2REAGx2c,75000000
9RdLhqQXrHSy4MAYUJ9ZDpMca95oz9wXdxLgAXChbLtB,421000000
7cbgTpBKCpAjb8iJt8XLRodDAp4zTPapSpJB6H9pZoF7,75000000
4xhS2Mw29XGYVHevNaQRhxriFojsftwRbsx2QP5xiuoc,420000000
BWhZ2R4NtWHbjPPwCZHDpj23LNus8HatArRzC9Bb2q22,1000000
2jB1EEWnEko2TfwkH5cJoJpk74XkqMNE971hTurRLDJr,779570213
sq4rzqYfJ8zHXjty9Qerc8nMmzeY4uG5eMUgr5844sV,75000000
3ni3tAwaVhfhWgKQKi3zdg5PHRbPGWjN5phrvwmDekNu,118045867
4rNYKo6FrazNypK13HHxzb5BWVpxmHDGbSG1MgChP99X,75000000
3E76M65EMgnj4jaJQtsj7ZUVCqzUiJxphNXJBEJk7VnG,75000000
AXcXD5PCrJqRLBADrsoLu6BgnuuHYdhPQefCKNZXx8UE,75000000
D8VgrtZpbwt2dtosqpVUCN624aiaagSEy4Nxf8eVFmbB,75000000
CXDUd1V4oz7USh8yuQ4cDjQGEZeTqVRuTZRszYg1ZmPL,75000000
CAy5xi1aC1jEcGEvueTzyKziMtRmpuidweanQtsDtLSG,452774838
3B8aUnkdkutAdPUrWasrcQbUJJDAb6NYQCQ3HhFQF6NP,75000000
DoRJyCSsKsBZETkKdFVhrsvqdYPfRdfxe3WhhtGJkXrR,2219619362
21uzBUSxu5befzK86ZMQRwZ6ezHYzAq7Hb8gnqg5NRAB,420000000
7RWTjopu2FZhkx8VPmhLYtRWfhjpMikmHznsan5pLdMN,1000000
C4vEWVfftyLtvUHpJ5tj5bhS8AHJ6icbf6Rfd1dB1Bke,1000000
6PVGPe75QsxLtXZFjV991opoWbBtg5EY6vUbGtmiqvQe,75000000
9ZREVNjPNBWmTA8uCy87Z6dsrh1dN9x6k3Ci5C5vDbxA,75000000
9hVMKu5F8T7nxMuZirb7vBYpbhZyw7aAzkQdHiRPJ8zi,1000000
2sj8sCAJbnEbriyamhM9NH1PeGpg8ZEg6aAf2r7Sx5gL,75000000
4Tr8CeB2HyTJPFVMA44x8S96RvZwYZFzrBK3KQw7kMrf,75000000
2fMUFukjtNMrubNn3YdXA7xTwgM65F3XeTjL87Epy8ZQ,75000000
6WnqMhkkbzSNUefMbyH4f9F29KNfiGY1mMMAbvfAXowN,3769471628
AeyazGCP5RW4cE93LB2m6k1D8qbzvvWFwm1MrsTa1Epy,420000000
HHEaf3i2hjxHiXDy924PpL3sCRENe5xU1th8N4HRWjY8,562802917
CBBXBBszfB1FqfKNhRijW3Kwp4VQn9piCVtC42AG1DLi,150000000
5ZcUmCgTQwuXcFD9eDvSSmvKQPYw6R9jn1zhUCRTv8jy,75000000
5mFfocEyBGZVGvs4d7js7xbVTcU25qDhHHkGEUVzMmuN,420000000
AMiUafNUbrSstvmGoHBtstVapvbKKkmaAhqeVX8r62PY,75000000
5rRJHrMLaJUqcUHYZmNVDuamC2JCNDTJ6ZuGfQdnWSt5,6106044522
F531UrJSzK6ixkNhmgxrqWHzr4SKzZdimu28GMaXzqN1,75000000
3wUnwDE9X9me1kR1DSfJojCETA2RP1ToGATUUKDts4oG,75000000
9YPYgBWakSy1T3v4W7U3KdZMAvDXDyNQ2matUeC54wsQ,1000000
7zUJ6RMXYwbHhbi51N45aEkH3wWLo6x1pcn4DRZuNE9H,75000000
6qs7sSknSh63PyPWd3ny6PzpesavENd34BwQEo8WpRp,75000000
4mtdrgJ6fFKdnKcD3wYFMo7jpQEhGv3DsEmrqm5ufSVH,75000000
GCqEENJvZ9T2nwu8U3C8rwCqbo9LKWmAXftCVfvx4ptV,12
C2sbdyuKcXQtSxfrnBqwQkRP39NsPoPCfB4mxKCenJgZ,420000000
GTaiQCVfHP9uf6ogN3z42bpj8KizEgh6wspFjGuSzWQo,2000000
3EbE1GAfF9otLY3vfHnSsP38Em14oHDEw1QcNMhfTkfP,75000000
8ZfBwS8LC3Nhh3mgj4Ce9ZNpfQkdzVzDy42sMFVS16dM,75000000
DEqZGkikx32GAzzUDqqVStPoZh24rsycfDQQvFz9iwsU,7421813393
ANVt2GzG9tsJkGjFSScPGrQuRfqMHvqH7h4gtFoQKLJv,20858337851
5MSwmu9wvjAJ85zYEgqp38AcVgbWEBA6csdNkn22i7nF,2500000000
Gni8M538Vmyi5XnnkL3WVayMeDSLd4MRrn7X6yKCQbCC,75000000
ASFQ3NviDuK41TqyxiBdGm1AA2j3WsCn6mdHcVynn1HP,420000000
4mg5GtVaaSZqrm9VxVhLJSnebEmV5C7ekDBY28ZMEiH7,75000000
Ddzy93Yi9Eijg6WdYb3VB5oA7Vuw1Pm3TXyFrnQKK5Qk,12859344468
6nqcn3Dj6Gpmb6kJMsPdaKoXRyAL5gyi3TBf3zBAp5YP,75000000
4vE5Q2iackDwEKi96JYEAFt5VMCiq1nQ8hciix5WmAFo,66124011794
52p6H81gt3GwXVjdcoXEr9Fq8YKc4xGt4mCXqW1mduR4,2000000000
vZKPumsVcrcyMSn6qkHNo6LKkbFS3Z6VSXq3cDFu87p,8285021
2WnH4DEo8KrP6R37BKeE9Pyh1NJf1DXYv2SjvSXXTXpa,75000000
63z6t3paC21zdmDm1aUyG4zXMTnpmKT4BHXMhGf7CCBh,75000000
HBLrRb8d5RdAwVMuyFTk9FE8WV4VjstQUJDU6Go5DtUR,75000000
HjbkfKqTv9y2N5Ta3pxFJasdMQESjiKdbmUeiodH2iyv,4546380
HMUW8BfR2N3UfhFe1akyUwk2ZrXTs1SRM7bHda59zygf,1000000
5cQoeJSAkZmBVF33HCy3CZ8MWVEWwUY9nfGvzKMfjH64,420000000
88DFCQq2eJUv23qEqfb5iB5xygMoQyzdKDRkxnCbchP8,75000000
7Fqj5b7WZhS28qExQakEzSd72GS9kpS3YE69msA2Q76g,1000000
GoTUbzwbBHbYUnVjnouuzDZqcnadCxkpAMj1qyEnbeu1,75000000
CuLms3cccrAcdNzzhAtJnUsmSEm2HhLbprE3mTUs7Gij,75000000
UuCrhkB5WQrKYw2fyEzmEMsdKxbBEpsTQ8ujcEEvYLf,420000000
J1mkK4KJRHkgiPhUthfvq1ZyD3oWsyiTLnDtcP6czBhE,75000000
6DMiqNUjreyKJpPWBdCAcmaFzJhnoP5kRPgHg6p4bXdr,75000000
6ircgLLNYzzZDMyZbeKn4AwKTddqRTkm2AUBc3Kug87u,75000000
B4TPaaQfbetReL1hS6JVfkfAX4iys3inqFTWd9ZEKH2G,75000000
5DeaMQH6QhVBfUwzkesxnv4h6vp1w2xr5kFmpnXmdBHE,197131674
2HKUsJsFfzB8gT8FqT4hFNuEyTW6cZHUrbMedszhTWwp,2040789023
54PGh4UiqQEmD4XdZdqCpgnjzEinBpUS2W7Z1pWpsHni,2000000000
CjTCScmeYcHX1g924pFQ6JTobyEyLj7At6fcGik7ACpH,119515136
GWxL3AUE4qVrk7yf3X1Jj6k234KCfFzCJdrqbxrRXPFU,5688130592
Gqid4dS2sPpV9qU2LHf1KuQGG9Vso4NzojGvNB6HopZg,1624001429
E9qbtAzyCYhFYeD83jnof8YFjGASbvwwKDkAyGN5xXkv,75000000
6h9xbFLsavXav6CFiLq6qodZL74KHhmkxDARYWtw5YXo,219422068
2TQ8JYLzoRo1UCrp5ApUbkj1Wt2cqmCsrMhqd8dHZDWi,1363942345
BqvBhpd6cYoCbm53fbnEb6h4AUzjc8EfZeVCzi8rkKcw,75000000
BwowUfWN1D7U1ufVmgmgVR871TMkbGDZn1EKcwSSvk3D,420000000
DEujPuZ5nwYbRQhW5oPY2zJRvb3zyXBwmkTHzFEDvSUN,3455444142
GTipFMY3Y1ftLKrrLsHJWPLvcqzB1LAacryEBmqafSma,75000000
EEcxgsS5mYXRPyufs1XBe5tsVF73HzQKTTmK2TJiuy3A,75000000
5psJvHJ5EcFKxXquLHeBNmVauaZ4taqPKuTL826AEEHq,75000000
UoTjxbt3koczipMJeoWC1CQ6WWtR4jKqLwq4Tu1S1Tu,420000000
9GFSJo2sWgYuUWiZ2UXEDHSrVg9Di99M7BvKJRfyZYQU,307782658063
Eo4rGKKTDPxgRRxAvRqJg2iaM5EuvpR9t54gAgaCW7zA,75000000
J8mY8BxZeAZBX855j2fJEXyFhfp9LLLANHVK44C5jH5g,31053283742
FPXd7CsLwTXMTVi6TYoyzKAV4B6MN3EoZGvc7AX7oY5d,75000000
G9Un7qwiaqn298CJd492Pae5dQ2nyxWAYPsTpgdrxqYN,75000000
37YLSLfURpXfEVrKJqqV5pQVoTwHqnfzWVNizvLn3ouB,2632377788
2Bad9zVZavFYbbALuwrNESmtgTz8iLQRWPgEDwDUrepd,75000000
G9244mNLhDQyGzf5tJq6ZtpSrpNderU6dPrStPGvQoX4,75000000
5LcAPYWtD4uB8unu121LSmTrcRxuVSnimQaGMj1xUXHY,2500000000
7CXnQNbXu9oPA8YLa2b7Wa4nRTX1LgimY56pQRWW4PAa,75000000
yH8xTxtwLEijJfxHaLksXdMWwn8ic26ywRqGikFNZ51,1048462818
A7Ja5ShdR5PHvk1kb7YggcUKvKYRunnhULE2iofp2wNu,75000000
F3k1Q3aniH79h4r9L7EDyKic9dCEKonQ6RiaWmkiNp2i,244179186
ByMhwx3pjzafj6oiMnP9x9hZcuAJYHpFRktL5SuAdD6y,52681237246
HU2XmhvXqi8sGqzxzbtmPfsW8858MJFhYtC7bXtrPuKK,75000000
Us7vZBeFzKPLomqdHDscX8aVQimiqB9CGE32VSiEeRM,2000000000
3TqVq16XFHC3YLnN6B5UW1rDtV9wGwa4ogVcSmfimVHC,75000000
BHZzRg3f3oX1JhHqUbbK2zJiHB4YpihF1sVKk2Ase6Wf,75000000
9GTVYQGnY2bfhCBMp5X3LvjX1Mzo31c3JATi8Gqvryzj,75000000
6wvV1REwCueJWvohW9MzbLpNwWQGjK5k6mKpMoSXx5g7,75000000
FYAhzNhLEsq3Nu5Ft1c5rnPcRwapYz7UEwb7vvax6e3E,1000000
EYQ4iMsMi27PMt5gDuNqiQzsmVyqgDGcEthZYeFtwiNN,75000000
99ZXEpHA59psrP6ekVPke9eTGtXB8X6Be8sGztvL5PG3,420000000
6gZNpPSQMsADRY82b3JiPQrLcNZEC3q6hHu8qdTHdtYX,75000000
4hBnLDHEaWLuLHKzkegJqsytPydh9L9NPu9fS9CDnFV7,75000000
DRVDciafequBzaiLzpUx6ymwnS5AV2fhTVPWsP9qMWZF,75000000
8Hq225xEczLz5yaftnPSwJekNGkZqaqANU2FCZ6oTozZ,75000000
BWWSh5xAkmKetYGkCiCjtKPnC9y8VHNDVDui2dvrDgZR,75000000
5UusP341yKuT91V99VRKLeMJDSVnNYbsuSDUPs9vsgC8,75000000
3FNdhM4xwU2KVjibn2EYqBtytigowwHtmJciXfvFj2yF,420000000
xini7XzEYC2yZPfAFSAKa1sv2yaUQApAqoS9iJXwMRW,75000000
GSKV2TqJ26uDGQTHGzHyfErWZk6pYtthcox7KMXFte3T,420000000
2SP5KYVQPvk5uqcYgR9jHdQjGh13NN7u9PEzvsdXSMNN,1000000000
4T8Zrhrd7JbWTsSaWE3YFuYS7QKdr4qooXicoaJWsixM,3028767109
22mvp7obot3c9AeyWmJTX4LZRVjrNRaLRoBNdF3TTcLU,75000000
6zQgSDAqSrNvJbCvNRRuwLWBEyGMY3huvTEhkP5fQBFW,420000000
EL9gYWyo71vcDuUwphEokJK1cX3XEJ45DcLDEWKWN7bQ,370249910
CyGonsr12NaaWsanEDGS7anFcY6aFexWnWWpjbkNnT91,75000000
8R6pqKqjfXKxnfnEsDWUvgdBqzfthdFVKix2V52SV5R5,420000000
Hv5FyVBsKR2wKEzRxFPRqXwJhHU8YDgiktiUw798yrH2,75000000
go7y3nNuvSQdwmrZmf9GQvYvB65mcAdSVXoWoWFLVNW,75000000
5PyXEcpXcTABsb4CDpp9u3SbDVS4qRLabB36YGfxzNcw,1162887
EHFPhH5SjjToBTTYpSgN8xyZ9X9hj2zpd7iXiAbZGm8c,75000000
CM7LWLtMPCJGvpaP8LmFy9PcQosmzbjPTnL2QESXFaJt,75000000
4gbrqwSyLadjvr6AUwb8c9zFVR8u7X3koy7C1BNtATNi,75000000
5rgaN1FVtBCVWPykwWeQhUnCaykQ9rQdtbcyCaQH4rYx,28514180161
CD6B5Yh3e57GdfbQJeuLXbqE3RxxedPULSoVMDiJnUaV,75000000
7GbDmUCNbyfNvam4PKofCqm5Kxb6ooGkSSniCfyY9KYL,75000000
8qBwLeFXFSHqTjUNDoNsuxBbDSLAFEWFEhwYsqkopuR6,5205224964
BwpybdV6pMaVKQoHgwRfTDZMksPgehTebhvvX4oqj7cL,12
8vWJuGEP4T1eSddE5XKUzpf4jeDXiiu3rL5gvgosAQmh,19505360897
32QikhA3MKa4X5K5YyhYUhUgYVRjoZCkbK86K8RM56Na,75000000
5E8XG98rdCsgGUVpcd7qcej5uYMsBpZ8v3R5EHLhSk8H,22455770461
2JXKzZVqPKcz1FBfEjdeGbM3HvfWefLvkBRjkLDKNDQ4,665000000
9UVtqNtQubY3hr4rm7hZ1R5jKAWYacxUqzCa6pyDdBYw,10000000000
EiGH8v6KHuuBuDbodw8ZS3xfqAiE1JxJbVAWrNRbUEPG,420000000
7pVAQJk8bj5yJYZF8tRmGDG19CixB27CcAn6JueeZbAf,1214645482
46sPYZz2wrKMT8GPhQmBKPjF6AhBjxcL7V7CFWS8apvh,5230449184
95hM6ipYGBAoNmnqDWvwodHyhoDTxnGdsqPJf91eHxRD,807357918
CfXh4obH7kWSjz6dpWcgyh79JaWeyko6g81PopbJ8AFk,37685237210
72aXtB15faW99LfDLgeguqVJBMYqi38oKCjxcGJU2hdU,420000000
6vwhETVhEwZkfwEEAPBaJ1vnLMbmJbhwq1s7esoMFpbL,10000000000
7jXS4mBD4uYLngNYFSu4KpAr6ykEkTNXRpGN5FZib3p,75000000
B6AxrL8WWJEFCSozEmw9RnUrdHANymnLo88N4w51n3MR,103337024434
B8u1b9CMDZ6Ekq4ZT5vkvKGDjpEQe4CFavGdo4YBYtyS,1000000
3Vr1dGG1J26Cp5KE9tnTiNWCigLjVsSmHg8NeUBBZfs8,75000000
Bb1sDcdSebuWnnwqhXrgA54tuDJ2e9ThdZtvkj5vQmqM,2000000000
8vTYduHMDqLDy95rfgnT15t1ATu6GQtWmQV1KYdpnYTG,2000000000
4KWA3pq4M2C8WvvcJB7jvNgdSTUP9DEfU4nu13Hf4fws,75000000
UuXD7jLAQaLQGdXhxUhpmRhxPnWHpT8VosD6hro2zr9,17780078
GxJhf6UJJ2FM2H7Lj3KEJQ2Enu8JVuQy1HcixStq98uR,339764487
6ePnznyxXdeBUYfkUfcADPYZzQVrdD7DmFf8L7JfaiFT,75000000
FMTLK4avnXsxz7m9BC44Ne1XgBasD2MZi1i73mnfJ4Hv,75000000
6tgjSMjreXV8KdpK83ka62ARy7NrHifYnQqAEGrG9TgT,169033699057
FFvV9hinfp4soZFP6NHA6XY84b11w3gZX7Yyygn7UE71,420000000
Fzw9KP5uC97gD85SpEFbmdPgbJRavBg1hs7qtrwmyJw,100000000000
8KLQY6YG67d8a1P1SRHUoCPLBqKUTrjBr5ChwHuSrA11,75000000
59ve3RAJUwzeG5Nc4HbpiQxitgoR4aFiciaW1w9xn1mz,75000000
9SPeqM2KA8BFR3XvytcrNHdVGHs7j4zvkcuEm9RM5YMr,5258679769
5PAPiAMzM6FeAq6q41KsZ9Nmbj92M7tF9QFkdkpUhJz5,332068229
2oPYDRwJvrVA1Y4G6t8sdau5WTuMBYXsb8gkGVK3FkjM,75000000
GT3pih3NvcBfh5oo2K2pReT9escW414psqVPYdxEDyy5,75000000
H2MEHYP6FBLAZYGfY7VQtRdSczaX71GRMjzsVMxNG2X5,75000000
4SFgkLDgf3e7UGTtWUzT7moFsuFwuWQV7dN9P7bqtS1t,75000000
EHgWMwT8UAwoHmgitRYTshoNi1m5bMSXbQRuG8HMgNf,124044249560
3VczCvR7NQUjDacmKhx95KGVtQKGEcpcoM58x8bSXhyc,2000000000
EpE4wMn3GrZ3ZhYeg489ymd7QVTMfuYVzzXtVVC6EFCJ,1492124714
5fKGdZ1jEgjL1nSGfwWJRMQCXvbL5c9gqoWK6yszgyJG,1269908686
H4ftvkajbW1hxsa8xb9wVhTCwvqBNLQw99UkZ3VsdCpz,75000000
