owner,RADY,RETARDIO,Sensei
10,3Q1zrYnKP5tnqN8UKe1rH5y9kjhn7p2oTANBzva1uvff,0,0
1,F87hmVdWDWtfdHFsD8ptn47pfjiJEPwKnCJKZw4U2FrS,0,0
19,5c9AXCPXKgdH5SBdXa5qnqSc53etZgc7mFiXkaWrsD9,0,0
1,GjW7G2d4XbxsCkV5RuV9QyZkM3dDexpTYTDhaAKngPCj,0,0
1,3EfS7AMNeXug4NGCbbWvZetGKJixMbnRmKtKWkAmzcRt,0,0
1,AU4XvKYAwthr2VCRwThBVhe1gmNGJQ6o6bV5c5CGCVTv,0,0
1,FzkBSEWqLNgoXNx1eF3nztP3inamAK2AJvsSKXzAJ9DP,0,0
1,BkQmnsCW8WSZi5CNVge7qWKH8RhGn2Hy1y9toPM891d2,0,0
3,DCiFf22ZNrQ1QRz86UbJHuNNjUf7WoBetcKe6zK5m7sB,0,0
1,4tYUqCgC4nnE5KznJhaYc6C72GhrYYAcZ1QqmhDFqKw5,0,0
2,ZCoEjt1FnpFzR7psqqfgBGfWbPHMPCaq2FSZCsA7WAv,0,0
2,6yjSLddnumVLkzRVMRam1rW5C5Zi7KqHqH9Ldhdc9eZz,0,0
1,CoArXv8n6M17ByEqYXEycDanbbMC9yApsM5HwphhchX2,0,0
1,8p3FGHJ2oKKyeDqq1BrmLVyz5qLfQM9tykm4chCrs7qJ,0,0
2,AGn8z9fNYHZvuD5R9N3jKstZCyKzYM51VwD8EmwGzErt,0,0
1,51p3Yo8hogZ3s4wzrzNSDbEteTjXS2GBPWofT6Ya4Jyi,0,0
1,5aBiH7DHBoDtm2S9Erc8ZcnWzWpCZTZ5PB3YXz5ySvv,0,0
1,Ad21PnwcwTNCFySq6ixF2g3jAsTyRHLYbjMgU3rBxRU5,0,0
8,6qUeaGmzrkk6Br1uj3as9cbWxUJyVQFP8Fa2qkp4qDbx,0,0
2,GAkBGx7o48zFppec5HnMgsf76DaqH4hvM4uARqARGe8W,0,0
2,33CTLa8r9fvXsUEp5kXuDwZTWtHbBM8t5ybqXYJGbN9j,0,0
10,FDP2J5Rohy5Z9CszViSTMgqMZbZ7iSJ6JhtjSFnRnzEF,0,0
1,EVMrznfJS54BZiywDD2WhUtxzicDtbEpm2a5yLrtCgRF,0,0
4,BAPMhVfhYNHCTz42KtvHN4UEr1yv5FfcFNf96Szr5FVu,0,0
17,Fzsv3iNjPatZqa76krzFb1H8wE9JZqEq5fEBN4vLTHAh,0,0
1,CGPuw3C9KB8XQbcbN5Ab9JtPdR6MzdhZHH5dr4CHx2Ah,0,0
1,4e8wfbX99tki9oNy1uBBHjzfe4GTyoPuMCrHVpxaNWT1,0,0
6,HBPx1qnAC8eLJxArZeszZ3sSiQq78uhusQeV6rV1TjLQ,0,0
10,3dhrvhTYrrUEqYcaBTwNbCfCyQEs6EEKjcVHug5iQe5i,0,0
1,2fYD1b1R3tEFwjpUc9EedqzkApmrHWPiHfBJwNUiorjE,0,0
2,4xQaKy3EGeMfVwWT4XNR5QWZVxpJJ6fYcEHbmjuGQfTY,0,0
10,FQjQfcYcJsHbcRNiwqH8x7g5yGisTwApWpykR83nyfpd,0,0
1,HBeqXfMusAgJokyAHEmYH5FgmjYDVJGmQVVBNUCtAjMj,0,0
1,EufVmRTsq6R8CejLYJH4K79SZe4xWW4kEmpj19njEQJ,0,0
1,E6smZVjMxeMtuvnqaepyC5F69iSd2agp6ixoKykmqTjh,0,0
1,4GhU3EcCDtjCfqg4yPhk4qPdrhPgKNoJYmd4sMrJoqhA,0,0
7,4rXiu7Vw9rdpHHKFLBGzzTWTWpgHVmUq2jJEKCt6FPGY,0,0
1,ATvh3kgsVUv4Enu3xYT6EnGg74UD4AkkFBpab9voQChZ,0,0
1,EAXXoJVqd6bSCC3BmUHDj6HQf6yqm2misJeucoc7X6jV,0,0
1,D1wPJiy249AdiA3BpjGnqWnTNNrsbexp53AgQCQWnjxD,0,0
1,7CYDtKY7xXiGZHQJqhxfSHL1po36H8B4VfYUCH7dm4mi,0,0
4,5hpHJbgFQkHpEJjZXcZoALP5DwtVSqMqAN64vzbBEF4M,0,0
6,5a6TVSfEWJsAFxWfkomcVAa63VWQnDgt7yd5J7LxBDCs,0,0
1,Aa22inDbjGYb1NN1eYxMyLTNRvtJjJgDb6QtHSiKZZa5,0,0
14,EhLAemrcxCLuhYUY6ebCZ29aC93pQzTxGA2enQCjvhXH,0,0
2,DVgXRNVFxgsq53GgWBftHTsSLkUN3cMmDQ9pjpRU8R1A,0,0
1,9hhENynzxdHafpkJ74J2QiMAi9gSvucsPTbyh81U3m7o,0,0
1,7H9E4Mq3qJ6fgsiimX9zhTPLZyEPCYDRUd7xQXARDXog,0,0
2,ApLPjoB3apA9tWKDcySEaVAbAawL1F2spATB5qh67X5A,0,0
1,5Jgd5fL62Z3Yt6i89uF2ackur85Db4FwqFi8QvDb947M,0,0
3,C7J9Cmm8awPYfB9Fjx575K2GhpsrgDURsKz4JNAHDrD1,0,0
1,BuW1zxhMfhQ4H4wKhbBxLyHJyor7ctNSFLQmLQemQjj8,0,0
1,DiRifj4bPpaUBV8hufk774uB7YcY91kKg9JG8XDwPcxr,0,0
4,Cv4Esv2qesKVzioLypcuptebBLtyxxuJ95KiK7DuzgAm,0,0
1,F37Bd7NvysdtNuDcuLJJbfFrbuB7Zkfw2Fwk6HVfm6c6,0,0
3,8aQwZmvomsi9uLzkGab3dwJRtni6m4KhTbC2Vkcw5kep,0,0
1,BziEMZji6V6PX1L7ocJPXNYSt7G6DZehoriSGDScP72d,0,0
17,GXPfd9wnVsVVJTuKgQNhzzKAXyHVkck6bpbKXTsofSww,0,0
1,6n7Janary9fqzxKaJVrhL9TG2F61VbAtwUMu1YZscaQS,0,0
2,14ojWZsptd3BhjvRhb7JoAaUi9Hi95tG8WY4MDW1yoZd,0,0
1,EozPpGBXDNZRgQ4SKtv6BApQxFwwYEALNFYGaHb8DY1D,0,0
1,EYkFu4mro7RYhZvmD8hg7uy2EGBjGo4vq8rdAJHgyH4B,0,0
3,HX8GcjXrBXzVwU9ekeYhKs5mXGFTsLC2h9MEQvhsxTDR,0,0
2,5quP4vbbh66isyZjKEDLU5w6nPmWwk8SqVgLSyv48TxR,0,0
1,DMWXwdZXvdUFdxWWUpeGCD7322JyevKsZyQZdc47YdpR,0,0
1,WZNrnvwdemUzrXKWwYBY5wkkXycAkiMjFktHFt2zQ5r,0,0
1,CVVfowHoQ56Q96ZBUXDxUaHQbPmhrN33AvccYA5X3xWv,0,0
2,E8QL2RrM14n4aEiXMv7z34YwsD7pwZmtJavBELyXgRQ1,0,0
4,A8bzshzYKQU6SSttSi7cPdmA4zdPYRt5saxuK1PrTzEp,0,0
1,2nYMLn73jSTbDBsQSzK4w9FFmYRmAaXH6UD1yPNpnySY,0,0
1,8JqZK5BUxnbCaY4nCWFXLYJ72tyJELGJjm4H2qFj3RQB,0,0
4,ENGerzpvYhT42MfWQz8zqYDMRPVKWQkBpgD8WrzvwS5r,0,0
2,BrFcBzjdb6iWgnogjaDws8CxnB6ApWtacCtUtsgzEHCf,0,0
5,ARSo32BuGQa8ybifntH621Rabsn38mrcKx5ZbLUaLw8m,0,0
1,4SQb8hYWeWi78CME8B93DjnhHjKRKxo5QajBeez53DJV,0,0
2,CyjhYKfZs85r4iq2mJEs9QpbFYHU7udFaywBCmvWGTs9,0,0
1,4bivJmsejTX4jbompxpdYpcKp5que7VGCRWxhkKnaRoe,0,0
1,CdPLiuJSCBfsPypdrrPWsps7fgM4BT2g1zJsLfZwasqJ,0,0
1,BQTky6wxeBcR67c3GhFHgP79p9VYun2v6yVHwXZ3mvEu,0,0
6,A3wcLYiBQdW5Uf5TXxbvuueJYh8pfAy57cbuE5fQJBeS,0,0
4,8cqZbRazKZhaNoTTY8UdEoRCX64HSeyxU8QeZmPgS1JN,0,0
1,EdRCwLiSQVeMyJqKTvTzfLiEtGn2jZ3kgnuKdhgTBdPY,0,0
1,CV2J4wYTis6LQLWGjtYyufQaqjUq5G4ty4KXqf7oLeCm,0,0
4,8hN5unPQBY3qFcu1jPZQ6LnGVrNuN7YXJsTtT19EJrCR,0,0
1,EyUHzHnyA6KghgJU19mTaL3VWdXNHpgYyosUg92UzFyW,0,0
1,D2Ks2cT2xVPUYsBs1YxLr88mrEyjLMqF3N5EsP2MShag,0,0
1,HqvFqVrdBJpUNpvGWU38vargogtgokaWo8wNaVpah5rA,0,0
1,Ep4VAqW9HPNmXZqgTLBKBmKvkjXMQUDWMAkt4VyUifCg,0,0
2,HSA4qDm5oXZN1MXtdHmAonuTVsRkEU6Yx5FWzwJcddAt,0,0
6,G9MiGj6uw4pa8u1K5ghVyH48TSjyPkHaAc18XAX26VJV,0,0
5,EtA3NGmhwQzmxtGWvfEYMRVGZQkCgCF5kkgfKDjbc3r8,0,0
1,BRXCpqiDxZ8dabKLyoNqXocq6jPvEfN4x6m2BooBhHmS,0,0
2,AbPGx3Bvs7N8L22wxdtHNoUBMCoqNfvsQ3e3GUhCgekP,0,0
1,9epEZuczsoDh5aeHdXqKb2hNh9UdWUiDYBhospBEo75u,0,0
3,Gv6vZ8Ybt8p724ddmKVD3KuCDzgP5HauKnmRBUmssFF2,0,0
1,4Ubr5ue2JM56uByaC75SQ1TmzxdPK6yMv36VoKULQGVA,0,0
1,9mYQaE5FqXL9hkett97m2dNGqD8dHX1NCgavz6FM2VzE,0,0
7,6oqrkTA38Ywa8c6fT6dW5EuC1r1rBrvH3WJz3nzjUKX5,0,0
1,BXH1H1u82tpcEzPtS3pCL4eLs4VqAPGMmeWN92G38GjU,0,0
7,6b8kPGz1ozL2sRwwgK4cWjAoz6Edy94aHwANM5qHn2yN,0,0
4,As3A8qRc7fLBeRbK32uyDtyq7j4bTmULBxvtgf6ZQDkY,0,0
4,EvzV5cW2PvLafSFmD9rj9eXuuWqtsx5PNzNBeQJBAsjw,0,0
3,E3Qs1V3wzPDXJ2AXap18C76oEzEkegGmjEmB8JY9LnAj,0,0
1,3cHQ4EgCmFFn4ePGB8ttm5AgfHtToz7cug62fy86kfPL,0,0
2,CJGhNaUJ2vtwqzP4zymDwxGLDQVJMAaZwp5b18vWbacN,0,0
5,GMqwf2ct8runQarHgHxkbXgcMBJzwjVoL525ZLCAFLB2,0,0
12,3CH8JCtcNSzqU3ajTNn1HLR2CRPVQXMsjMiYZHsZtBZh,0,0
4,BHprdUFnMBBczU96z2a8GkswaDqWzfsbjX1EMRTBBd5W,0,0
1,DEaGD6uAoEiS8Q6Rd4DFhzvNmCZ9mJ52e9wnpDV3B8My,0,0
1,B826AKg41N2cTEf7RM4cGBwHzYvushL95yqvQvLi2XYq,0,0
5,8eKPLevBTQoQ6v5ABWsJYSA3vJgCy8N2cPVMFLQ2y5tT,0,0
1,FfhKexxpkJf8xJNhftd9V4ncwg441VL1r9rsorgFgu8y,0,0
1,B85e4EK2F7QepF4SjHmjacG5KBFrAnNukeQG4f9vuepK,0,0
1,8ZP2Ftpw1e93CfxwqtwF7GC58WzmFyvW3WWAehSBf9fz,0,0
1,DVVQWwYkinSiA4BErNPQAp7SSb6WRdjhekAsTEbFpoW5,0,0
1,CXTQyXFjz8RjsB6n311XJgL6iHNdpyayBVsacjaJjJ5C,0,0
1,FyyzviGEnnsbfiX9vuLccJRYD8VEja92J7VeA4urjxeR,0,0
5,4iX5DAbfq1mAo7VDFZCLXgZdZzjwBnubqz5k4SRAf9pC,0,0
1,5NKEqJdZLcD9csZquNv6X9wPMvFKoCEhkV4cBmAwJhNr,0,0
1,3gm8BhcvpKmBTQBrMy4rBZAUmypnJM5mNukVcbe3sgA2,0,0
2,679sYSp7arxcG6wxM5dm93mgjYXVftmFWTGGZCGd1RFj,0,0
1,E3A8cs1f3Dw4jpa1ZUWbTkFe117vLEWfLustuFJMjKQz,0,0
1,CwBPCH1UL9vXcabFDPMZg1923xLK4RdS2YkPmsdMdqJr,0,0
7,74xkLE9sxfU7msSexZi6SAbK1yj1hV7aVLKo7UyHinN1,0,0
1,D9FQCcg3dyn1rtbg5PbtaWTYbMNds2CDLCranN3LoHkh,0,0
14,HDtcyd1MAjRFc3jMP4qUaS8fem28Yd11RCBtg8QStG1U,0,0
8,HnRi7rbiMYLQyhhZcacJsTdd2awqXmMPmBDNp2iLZWNk,0,0
2,C1FzmhqgYV5FSaFffi5gkAvbRQhe2T6gn8qKcPKbZgz2,0,0
1,BDdJS7HHXSdoDXd1C1RWzoZwKNi2SPhXyNJ9TmZaurdb,0,0
2,By3aXAT4SHAZtL9rr2rPT5GqkbWSugyprdQu1bWPxqw3,0,0
1,FtdsqejVsi5Hy2373HmiKjp4nLnQmmigD5MWf6yMpEJ6,0,0
1,mA7PLycPPP4pE9s97ikuS4Hb9ZCAE6378HD95ThtSRu,0,0
2,8pmDatagog7rQmhZmtQp1vkoEuUsh24bADyxiS1eXXd1,0,0
2,hnf2dGXq7SnZanQJyrDQTDhJWLHcubXVpDmKFADFWcq,0,0
1,FwZWrzn2eLEHwUuK1trzvnwSXrzLyi4WWGKAovmiQDky,0,0
2,jPxB3mhvjrCU2uFdAnnCYVEbHneowMmMHojEirvBzsb,0,0
1,5etXcwDDpUMR1ifD78Nq52jrDK2SvHsX6qn3JBJY9Wbs,0,0
1,BtgD2JVmT4WbKAAuURpWyUosmazp2iKBmP4pRBWk1e1Q,0,0
1,GwPWJHD959Gtfn23DowHKzx74Li25Gwt6CNi48tfmCWY,0,0
1,EcJU5bRGVWzoHVqPhBUjnkpzL9B6Q4riJfB7yRBpgVo3,0,0
1,9qt72UudoxPnns1oE2ySMW3MZrmJn4o14rzPgTTt3HK4,0,0
2,9K8zQKMUs1YdfxHwiwnaRf8fvafPH3azfg6vMFwC7WNX,0,0
2,6TsEmELwFLMDcwC5xvh9ze2fKziuAmTLCxhcZ1W1Kvi8,0,0
4,7M82QQt2TNd6ALahnRfTf48vJ7W5yyBymageEhrpr7g6,0,0
1,B7gPPhaSBMy6KXrt1hUDskHi84ijNEX3aLBJDs8B2MGx,0,0
5,HMZD95j2CjwnRtQQsefwSkfrK15dgBSYq8wWyapRJeSH,0,0
1,GrxhkNLNgee6NaPwXMLPfgHEcvoWnsE4w8BxcgKeHoc5,0,0
3,DFUUj8DGZpoiSxYRsp6HAqozoKtDEbwXbPcQGgsHUE7i,0,0
2,FwbaT5CL8BpmM1zcyQtin4fDaQmNhcYrDKu2ShDBDQ7u,0,0
1,4TUL54TRpQiafyndwf4M8m7uuRZ4if9vjhSfVBGu71XY,0,0
12,871twyqyHexqKiLqqPAYz8hoB2tCxrS3xNXyGkxRcC9e,0,0
1,EHV5K8fm5epMUDtorhgeJZSKTcKZjfgAHFxsvpQkyBjW,0,0
1,BmXEedFr4a2fubihh3YGeZPnqPetvKGVNMkCffWRLDZM,0,0
1,2rjFPfc9pqDcmcHAsKjNaMs3s36RPxQqdZaYyDAob5Bz,0,0
1,FYSR14Gu2d62YVmDSWotb5c7vBetmkZTtdyT81rDbBoj,0,0
1,H44ohXHq7KVQYYoM4R48dJLGFWLnJxZmSFEqVh9kwznn,0,0
1,DrEocrwk8Rbhy7rCFSiLjMr58n6RQXzagPh7MuHRNvGT,0,0
2,7wbyyBaCwmXAsHmyy33TFTX3cb4H9vuThPqmfyzoAspA,0,0
1,A1js9YmR3wk7TuDu77bj6unvUPMj5XHFcgdq6UH6PcxC,0,0
1,699LZuRBbU1TGVthPYq1Btyznjv48aPKuz3iHD4JaWBK,0,0
1,6knjiWMmpSgsCvx84jghDyrxCUCk8JcafFeHo9DyuMDM,0,0
3,CwTrVZNo8Q7YHHwsUizRpFQUQitBgmyNxFuUEc2vzYec,0,0
3,Hah86K6RLi3ezZJ82DdR3ojFzM8BUCqMBH9VVsZqYs2H,0,0
3,BEBDWwJVvygcUHvK43V4VYE6BMn9t2yAxVHiZj8UQ6zL,0,0
1,D1TsQcqPYtrarMNjm9gWoRzn1LoewPmuBjwXzC99Snd4,0,0
1,Hy9qTndqd4sG4cKEsJCnTpUKNFo53YAcWfJ9Y9qBN9XP,0,0
1,5WRa4893M1FApb2bCBLDeSJnezNw1BBuTD2co2HqpbTS,0,0
2,HqxWXj8VJsGAwJuesYSxfsehfgjeZhu5LKYgvvE4gm9Y,0,0
2,G6ygHeiNEtyiGDcbaWrfNWiywmkVwgtYTv7UV8SFgfcp,0,0
1,8x8mNAa4oiVwmdLhZAMy63oyu4vzEYvjyftR7scEncYr,0,0
1,Djxieetg3D3WHxJhLsYBUnwc49i5AJkP2PLwySPWZuDk,0,0
1,CrgJjg3wG2W6WwNTGC6MzB6ropZbqsKaHPPRCmjWeGWn,0,0
1,9gz7RAF5SRPcTCy6Q88ZVcZGj3qxC8d7o4esU6zGNzsV,0,0
2,DQLeRa8xyVJY3e1MSCwqqfTiDUWZRSQsKXZRbjFE2tHc,0,0
1,EG8extRVKqbMtde51wHH5VCp5qCsQq824YQvFo5uMmLA,0,0
1,Aq2sF6jLwbNxR5c46PhLSuuwBXVqvvXDaccRxGsuGDmi,0,0
7,BUugDXkeEK65wg79JBKrkjSG3vKAsCYKyQWtHekrgknJ,0,0
1,AWxPumMUcqzCGDT8gAkKp7HZSBbgrtBK6owH9n9DZfzQ,0,0
1,83LH6P2FVFm6vzE5NStL2z4ZoZbXaLpDaiM2RuphQDsv,0,0
1,4D7VHdQRWroBLfbZoSc6JpLJHkhP4w5qZKCPT7N553ve,0,0
2,wJZgtBZswAJNLPrkX4UDyEgx99VfrAYP8SfHjdxJWMb,0,0
1,GWSHLgM4dZ5srT5g3MozctvJS6aPQD4TNKxPFE54Fu4J,0,0
1,9ULWoq1ABfzRKHx26GKcnszk3qfCrE7q753EAjDRAx4z,0,0
4,D9xjysVyzLLUQ62cbiZpUWUpwZgLJDa83swY46yt2eEv,0,0
3,9ceSBWKTb7WUcpihrPPcmfqPYCUDCE4EDEc1JjR83i38,0,0
1,FBWqFLTZLE25Bz2MSBU28DZD4tQ9KLzmPenDk3dz3JAj,0,0
1,2fCQxPysrdNuZJbrRTDJ5UEbmxRDiT8U6nzHkaoRipsf,0,0
1,6h6DkqL1JHnrfMzoBf5pTNXKe15kLsrREyXZC8xk2zAi,0,0
1,83p6zw3RVLauRpQSVAVewDz1D28PaNaNyFfXCfTbSHPP,0,0
2,8LYxJU1acP9hkz1GLerioavV2SPoLFmuhXwxGdqcM9x2,0,0
2,4dcgErGTL6Tzd9ciwjR8poiJnC2xJimQwmEFMbdHREQf,0,0
1,FNMjN9KAWLRZzZAg6NyY2ZAoP4Bm6oChQTxbT1dNbp4C,0,0
1,6DBDkhSzGTseuE76B711spdSc6a6wR2c4KnrWPWhDVzV,0,0
2,CksU7MkJmgkY68Yd7oZLLSwBCp9LYAB8DcY9XCpJgSet,0,0
2,7xF2cQmNaoABqduvaL9Zmv1X3EE87ZzKtyCQdob6C1rd,0,0
1,Hqf5VEE1oPqKy6vNoSMTUfxkkEHyWLiqwaYVbmuLsZV5,0,0
2,AgtDMMYgQnsbP5jrwuPA74j2LFHPCWb6zESZjMJ4hirm,0,0
1,DHNL2R75UtvwWWdXj7VzWRvBPGMMqKnMo8kFxWT5Ja2D,0,0
1,GRszxMumYPvae7b1f1PzYZQzBdRr5kiwZzhuAhkvXqF,0,0
1,557rCgsff3Vzhg9zSHDono7i7Qth5QbfGZmW5TMZSSMC,0,0
1,Eu3XvLjetMPNrnFqXYdYwmV4VnZ91QrVCPakjnWWkA4,0,0
1,7Bw9gFHdvwZuHCQZrrYwA7faT4e5cFYzs5TQKLpbBUAf,0,0
1,ABaHe1kjnFSVVwH4NENjz6DAXVuL6okV5zWXMgsrNxya,0,0
1,8yxGzoLEitSX1JhFDYeRGsJ32Zv7QUamDypdLhovpvFa,0,0
1,FY7Df6sVVcvtuRtmBR84fDTHJx8dCGHpB1WUDVjDoE9K,0,0
1,4pCjc7H7F9P4vEssVgUXpMFHd6jPuN7JwcnUopwPao76,0,0
2,7oEnDATWsXwvrp82BXLoYhC9j2YQ4u8A8dKN1JB9yBNP,0,0
2,9YyP7bL6yy4zfZHXodgrv55LfaV5N31mWGLeU4dPN4H,0,0
2,5cJrgV82FkBoW9urH6XmrRQUPBF8E28eVo7Qb2AurgjM,0,0
2,BTHW4DSX6xA3TPfkYvSHiSxJpvPf1v1RQGb98KgfECQ4,0,0
2,GFvrDJRwPSFsuox6BzExbHQ5UjgQrWVoYLTERUaehytP,0,0
1,CQFh113QzH6Ti4oeAFi1gezLZkct7W2sQTxbnhTqdqdB,0,0
1,3qAo6fQrtt1BaJFoGNWajhvCUZxrWyBiYozrgFP9Qubr,0,0
1,9rKHqwQDyhM294UdhAL5twZ3RziQd5epy6VXmzYtnaSx,0,0
1,3y9oC6tGPVE3uMewyhzyQy96PcgjAYPz3M6Kyw22spdy,0,0
1,7Rf79PMJmqncDHzuQwx9hUbKpHVZnzHUNEK3ZAaBvFy1,0,0
1,66DhBGQdgGKTRpadhhCKEw5wjF9HHbBR5TW9pntepsHF,0,0
1,DFFvoYGEo4hVhqN9T1oG62CPygsaKSETkUWJ5Z2MdwaB,0,0
1,GipKWqEArRr1X64M3v5Smi58ZFm1gPg9FszjPr3Ryp7r,0,0
1,6tsv5FtSFbHMPubYHV99G8YGqG3fhyVMv4Xf9PwkEHtQ,0,0
9,7kcSJRM7UVyny479EDBA95NZqPmae6kZob4krhY2xfLA,0,0
4,EiXTiqvhAyWmyTr41PkhwTGXNXQ5iTsFrTaks8MHqW6y,0,0
1,91kHmNav3tvCKFU2vgsXkZBiquqdWyg8wa7VZQ1pCCNV,0,0
1,58Wgsn29m62PK3NrEfoLpnSL1DVDZapXuprCAGBDmh7c,0,0
1,B2M45TLk9bo4WCm43UyCVw3X3qtcbGXaPmBSw5zUZCBW,0,0
1,FB6EAUYm9ytDKVBmrPBa6CVNj1n9Jqr7Mq8Mc4uKAaaT,0,0
15,39WVJVaivzmdegFPr1J1Qm7Y5f8NwxXjnYUdiNkq3aiW,0,0
1,DJ69thBDqujVWuExQVhscuwfDFSWSfBDF3mto4nRTTjK,0,0
1,ADnu2mdtM6wayTP58bZvEFjyJwCpohkDtpKVrLyqFsQB,0,0
1,EMQuhmwGUtbeC5e6xvReZuzwpJeFWG4rgu9v6thKBFaL,0,0
1,GtVZffuRQaW6PNuTC2qZqLcyqawCNaeuoX4a463jSMHJ,0,0
2,XVQyMdDhyiMV9uukvy7iEQvHF6NKSzn98y5hzDhx7E5,0,0
1,Gw4LSGSSLSd1LW8rweZedHbSjmMrcFjbtVZBXTqNudoX,0,0
1,GewyNsVuNxoAjpKJeKJHggpEozP7Rc7crnFMnLfJBq7X,0,0
3,4DcFgv3eRSh5vJ8AtM3VuzRKRE5LX91CnMgVZfZB7D2W,0,0
2,nftUkwqzA5Xu5QTWdvXz4pePHXotjvvA36DpA2cydke,0,0
1,ErskjeGRkvg6cN3PJjhBvKPi5QFhSeNHBKWmoAMwGSLG,0,0
2,9FykYxAy1XCVqgYNJpz2g2PxJowPo9gN8McXd9SJ3aQV,0,0
2,GY9xqym1RGbfc4JW8d2vCthGs9Mt9Y8u9fYEfRHKM7VB,0,0
3,HEUTetsQZdT5TsCnvspJet2Cc5xANUyBeEddeS6cJi6F,0,0
1,2wrpkNk2226RcMmZ2LjV4YvrWgo7tZUzhXuXJDfZZX3g,0,0
5,BKxEXMKugehwaQBYbpsBy2mMegjxVYKK5UXXxkPSuUPN,0,0
1,2PnZz1Nyf9VynLHzyr64zj5zjb93YaZqifuyie4QbEPU,0,0
1,FU5bNaTzbGPSJPeEFxaTxQwk8gAZ3fAqLgsL2cvQYTtP,0,0
1,6bHhi14dRMqV8crj45gjmECVaEjQdaXNwFRuGiG8Rc7S,0,0
1,9ELedmL4EuzMAhjaNRKWBV2mj5iSQ45MpC1nzJ4RAEDM,0,0
1,B8mSni4uuTDUkgwgbbbJS6hBbbvjDPMDJYSmfDsCygaz,0,0
6,GsTkWMLsrL5SSSK3j7DRGc8x2LYsMJyNpnrWaw7czZ73,0,0
15,5hcaSAsHHLYfWfsYWNdV1E685abHAiPwVqdfwSEdcCgu,0,0
1,9o5iBqfD2jUUxJHo3NFv2oTEgLR8pVacqVCf8ZYmMBmy,0,0
2,6K2d9LvM3i47P9FxzEQP4hXZwiHA2c2wgfzGTeTvJqj8,0,0
2,H86iDGK8KLcx97hAhekqi2gaFgKhCogFS6T1KhM7TRcg,0,0
1,GzdDTahu9t6qT7KHCKjB2W9gATgQMyVjzX2pRXsRsxMJ,0,0
1,DhUx3K2ZbK5f35jrhod23FZpcBTABc65qQDeDSoH44fT,0,0
1,21YuKUAvsYrnCjGjefpgzbVvaRy5vKy1qsgV4fSh463H,0,0
2,DMFvi4Ji6fLgmyqZ3gtzF1CNuC8i95TA91kuGgq9BVw5,0,0
1,7aPV54Ekz5rSzFyucafF8Akm9wooU27zgaZZWfiN2GUg,0,0
2,6eYVvEZ6UwAWNCQqBLix9hEs5tovkHBxrd89jDxMDDZG,0,0
1,5427yUzP2YgdFTg2e51vdTi1fguboREGaBDm8zrd2bKJ,0,0
1,BZW1xvB64EqwEs3W6jfBEfFgL4oKKKdCM18CBgCbWTTz,0,0
1,2bSoqB9H29p46RVudcMHiojeiC42pk2JVeTzM5wNB1dG,0,0
1,3GSZ7URFY2o6Ap7qGr6DctFmau2v7KjWNHgmZTMoLRKp,0,0
1,BvWqYzMPETmmpUsXxnvHutcBmni8oSWXjUvyb55ydGhr,0,0
1,GGn4NKGYdr57N6XaG5CzG3QAHWD7tVXkeDKqRoV7aMvr,0,0
1,FBv3zYSYAW3phEDVYQDZu9FMkmLufiQX3e1FvKrUc6Yr,0,0
1,F4WJqsforXVd1dmLUS7ME6qDG6gDYaHuSuSgRbbH1Cd,0,0
1,26M23AxJ2h18TJuFyY9aMhGtrjueUbaMd454cA7XtEZM,0,0
1,G5Vfbhmg7kpWHpLbUsynENhjeWa8CjdZAepuejKG7jsY,0,0
1,GoxGkexK6LyC3DZrqDuyuDRm8tvkmAiWtLUffeJ3xCHf,0,0
1,D6YQSDfghvoy9bCveuwFaVanageCLynFQDYedkWi8ckt,0,0
3,GGcX4Ej7mkYdWmAohyRXpuX4eYKVoen1WGH56wBLPoSB,0,0
2,4TTtAFGwRyWcBV5bumF5jPms4guEqJUZUdTUhtxTDE45,0,0
1,BuXkETVVxAUKGpAYxG2MPMeHjuqok2FrzJfFXdER6shT,0,0
1,Hi4MJjwzMWp96RVoUNC6K9UJeBAUfYyUpNAuwGWzVHgf,0,0
2,CWwFAiZTh39647vny9U2HdVCRFgWAqt9dG3Bm6YNn3H8,0,0
1,Fy8LRYXc2gGfNMzsUyDJ683BfE4yAGHRQQKgviWFQESu,0,0
1,1kpB5fjVkpVXBf2MfuwGFZ9Ew6KXyZtXXcombFVn2Gv,0,0
1,A2cHdomJi1DyxmGiF25MWLXAswrJJhsV8vzP8YNVeRTG,0,1
1,BZsKnS8urPpUwt5y6t92Zu2LgxAKo32u8LV9HEndAygi,0,0
1,7MhWYegzkQjUqU4yCyoz8vY7rBw62rjutWaxJ7ifSLsN,0,0
1,8WtFPJ7WzBd4UurQiBRQmZsvSjDNXfhN1y3aNK9qTvFY,0,0
1,F1d884swmrALVKLDKqgsbA8EjgK1twVN4rvwt8iz3fmF,0,0
1,8GKwxHgUBLN3nmc6GEq1KkUvUAQcno39hsHnNLiCTRh3,0,0
1,GwFVR3woNjMRvk3NaKoDK45ZH67H5LVAjtJkptGGsk8U,0,0
2,7Tmi2qKKtMhSvj56ZxtLw8GhG4hfeCmHUUX9TTA4q72h,0,0
7,4CGVrgLNeBBNTF2iBMg6wc9XrQBiWwHrQZB2UatSVhMQ,0,0
1,5rhb5ob1y5vqU9ApXYZGbatJU1MonEyba5kvgRTFMs9G,0,0
