owner,RADY,RETARDIO,Sensei
1,9BkcGstqHtzWdiJCCs4jgt9GhjtHDyF4BremgNmow6KT,0,0
3,7Gxi4nL8eoBaswt3rfrzD21U8Y2cfJrmcKaWntZ4NPE5,0,0
1,Ge8M91yymAsZmjCyeAVCpxGA9k62CR8cxf4AhP1c38UP,0,0
1,8sFkhewMdW7q67vGtvWaoxYgs42azTsbXcr7EF9inLfF,0,0
1,EqYYDPFshsYJe6akVopZCSwSuppkD7xqYSmMawB4966M,0,0
1,9Mc7pZnxfFPrMv6S1wcJ4X1hDnuijeMMqP1gz7EVH7gn,0,0
1,5f5KK3CiFp13AjkNSySfK8M39S7mTidyZkDfBDS7RPr5,0,0
2,6ds7VwqnMRh4ytN6tkVUDPnZJz1a3zt5yNt98NBP7oWF,0,0
1,57tSLCtsRsggzn5diErTzkkR84K6B5KYbPXeM37emuER,0,0
1,EVJkzFc37mVyKNUhzj1iWzRVexfvUcgySN9pfobxWCw8,0,0
1,Bf49nhMNZYzmVqFeJkUCqR7gD4y6yCCEocqMCmGjHfZh,0,0
1,HMNdnUsu4ZZiQp3xMAoSMykbTuisj3mv7HLJceQeaAdt,0,0
1,BKcN4k2U7diJaJkVZzwHuh9EojCKCmzGfXBcjsVX9TUi,0,0
1,6SoFLTDJYAiAkVS4kUccqBknshaJwcyJmtP6w9kJAh3a,0,0
1,FV8Kbx5nC35TtSPsKRykpV8Tu2uSNiGpGKThqPGoVcf,0,0
1,CP9mCLHEk2j9L6RTndQnHoUkyH8qZeEfTgEDtvqcL3Yn,0,0
1,24yV4y4BqkrpZqVFYjt4fEWBHwtuSiUYmrNS1KfVCNt2,0,0
1,E2ehmayBBCURcWkosCMNBnd57u75yhYT2kGTxVB3B91d,0,0
1,6vR55yidRKa1EuqN6Foq3CRAHpfpEzbt5xwLWyyNfKBZ,0,0
1,9h162JdK6ZL3NAVWCKK3cjdCbE77AoJFuBtiFxxtuVgY,0,0
1,3LKa3Q7kJMUeRgNXMr8RnMw9f75ia1SM4DaUG58yZute,0,0
1,2AfRo8yCcoNSgaq3drQ9BffY9CwepYd2BZvibEdPxBT4,0,0
1,JAAa76oKi1vvwVqZt2KSWuwBECyxfCv8rEy1psgGaB2f,0,0
1,BQMq6fwb4yvfTCU6NtjJTTU4j1bqxdij8SPeZa9BtoWV,0,0
1,3QQhckZWHWxUENWDXEbJXuatoSXbWssshJBVfQEMpQ1S,0,0
1,2CxFUxbAQmGqZAp6LRLG99Pif6phhiB71NrLY1XUf79y,0,0
1,AA1ES4Ksg7qGBSo9NqDfoKYnEwgN9odLR2pQf3rRxvY7,0,0
1,B32QNj47PdWu6zuyvY8Pmb5HuHD1SJo9ZdcFSsdYwQxc,0,0
1,Q1hZgKCwEpQYTsbcMu57AgZ1kuQG9izeiv8xT8xg6Xb,0,0
1,HckixR78ea5W6hXY4LSf99iZKLHMguQHLupFEL7C7wrD,0,0
1,8Rb9wLRhSYaxr2pRJ3heqgz4SEvGRvv6CozktFhe8pic,0,0
1,7B7XQbX4ZigQgP28sEHQwicAmfjgRD47pPkKcfPhMeA5,0,0
1,Gw5dQTHyVWiFiMnbgn8c4893rDKqmAu59gQ6S52m9T28,0,0
1,8rnh7qdAYc8Kd8fogrEFeYEpf2oezGFV3Eb4TivAXdub,0,0
1,CRH76vuERhCG3sTihDkn36k2qCp1wxoJAKKdaXAUdcVb,0,0
1,7qtCjqmdn2XTpbH7QCkhGFqBWCYXa48RH3wfmCUvFenF,0,0
1,BAQrwE8b7rMTBaDDp2FPG3kaZNg1aVzG3FxcE9BPwZ6T,0,0
1,tXxzhBV56CHPSwVP1z3PsyLCfToNwxVsr1B8xQdan41,0,0
1,m5xTqaUcep6jy9WGeWoyiPrnrgdR2dkUfUUXWdhmXAy,0,0
2,D7xedNN9Y1ocGKyzPT6CrHTjvwbQArJtCVrR9A5JSfwu,0,0
1,CUBVZfiP6reygwhzFm2VvZmrpzaVkEQVcPiayHwssLBF,0,0
1,67M1dFKVroqGAgsPGfqsJD3ueWjRbRtsKqBwJARdgFx7,0,0
1,4cwjhp2mV7a13QqnacLJeGht85dW5ABpn7YKNUJrcJRk,0,0
1,4dmCua7co1A3nrxHfv8thqZfthfcg4KnytBKFjFyqTfd,0,0
1,EJsiub4nxC4Uk8URPQfREnZxqH59VErnE6DTgip6KxUP,0,0
1,GibxeCtLt9uVCUAiKojvrVbo8uPsshiwiyrStYhpRd2J,0,0
1,BoRiaPUEwt3fPdGiUqxYQeF9kvH81FJWMPB7PiXNXD5X,0,0
1,iqvcBYaKx4EN15RR3jRhzDEXVkWt7PwjmytpJ2whR2H,0,0
1,nxGpQXYpBZS9XZusKbKkTbmzvHd4UGe1aEVXL6UVmg5,0,0
1,G9ukjmNemr4nXudvY7HrvRK3VpfCheQuqemAynMoC9Z4,0,0
1,3fKymMEZyRGePwpfMuBpcmivxqbSBWXCxjtLvZj16y7R,0,0
1,ELgJXShZQy89pBcZfAKKuBh1maAqXhyps82UgWHDfz7o,0,0
1,3rayAwdNikTdqaDHa6J4kifGoN6xUh5t9HRLeG2L7Qkd,0,0
1,FKZ2YqBvUcLjzcncPTyBoesjmp5AsFUgbyLppGKiuXTf,0,0
4,4DKHZ2VGLDDZyhDo111v1LReVRwMUkKkCrnTh5C7eNqK,0,0
1,FFFVN1Wred7iQ1uxrkTT9ddGCf6hwnk2KxbsSJyKUqwG,0,0
1,FxRtaByQtk9JeWyHk1ypgkbLDbgnrKnenCkTYfAxju4d,0,0
1,DDs26NeKQGwzgUZKLeXtEawpDe35cFpQkLQxbNzGUY3p,0,0
1,2nhS1AE2cX6auDwBmY9E4aw5fnwDL6RNRHDRqX81Nr82,0,0
1,C7ZgAvCNfxtpVaUNf9tv3wqwEM8Aoofq4FYEcDbiz9vh,0,0
1,4fiJednAKe63Vsnj5JdkjvfDJ8DLcwpiYnCpQmGK8eLn,0,0
1,5i45RtmvheYjeF26hS74LZnWxiyKsyFwFSWvCbuk4weR,0,0
1,2QPTB8NdbnWBR9o9uQx9GHrcXuWd3HKEhXSx3aM2bJH6,0,0
1,E5f52LiFpWeDnEof9WYgZbScsQdW3XVQ81FVg6yNKUrT,0,0
1,79wahA9kaftStSqmAPNmgpLetdf8xUhHDLLnKu4xexCZ,0,0
1,9AbduYeCPDzVtCC3c3scfsZpNj7YvNi3esNwUm1PrbBg,0,0
1,FXKTMRiKkDji5x3pMamWUHiYz9ULppTaAMUpWeTQ4YwR,0,0
1,AWht3QskW5Ahm3jGmAHsLZvCqvvtK1c3DwCmR2s4ywP7,0,0
1,DThDPULfSzVFZjKtaCpmjiw16ZjgzRtY3doxbQPY8bZ5,0,0
1,HqhrVVynhy15KAX1abxF6mBY28qyQmGX6ndvKwk1Ed8U,0,0
1,AzmKB7i1dJucc5Ec1mxpoJor662CDFKAAWRstWDtrmaq,0,0
1,F2oEWMWTx8982LgCFnM1tF4Tzho7TdWax3bynMP814g8,0,0
1,AmmprGL5656mST2oce28CKEr2tJ6mLzqQ5uqCTinNrc6,0,0
1,CA5hN7H1XTSDosoSFJ8GZqjnnGBa4mTpXuXgDnmYZDLZ,0,0
1,APuhGmv6ySAqCQdiyg3tA7r263Dc4JLpHRpZwNrwp6Za,0,0
1,2sSSgKqo7EvgQRtQSYY2PZAhrS4JWaZLSypmk32spjQE,0,0
1,Bb9AtGbcsb9TiqFBR2chLJ5PyZX421ksDz3JTZGVdj3b,0,0
1,Hv1ivatX3xqkgmzkDwwuPwnEiDSVuwTGHrBBDGycEjKy,0,0
1,DybqMR1YDAvDJZa9rcGMK8Wz6jYTttEt4hqSnm6c556d,0,0
1,3RMdLGDvz9DRuouZoReotxG6W6Y7QtybjETLLztS7tH6,0,0
1,F5A4KKLLh4a1F5Sh821oP4V1NsxDubEb8z59YhpvZhEM,0,0
1,8ijjvXAWtDUxtCYLMwTNXWSkxYNMaaWLjf7677cbhMp8,0,0
1,DVMMoc67QbUJ4GrDrWhPm9jiGt2nxqq5Cuzr5ADfR8c3,0,0
1,y6Zj8DUrZrVMq5K4CZfupDC2D5cgfCBgoV4DenGj2v2,0,0
1,1sztbRwQZGSY2NqAHe5Eu8CUkiNrFFM5iSth6vjX9U7,0,0
1,FAkCsN4VLwZ4hGMyFH18KnUQbWRoaPmRFnaSEPcPkQP5,0,0
1,CfnqLak5jW89Vw9gTnbfBG3CDLZssa2o1a9L2vLkDHUR,0,0
1,76xvTzS6epAxzrbdM8xDkuByrAHP4hwrbUnrN9WFugP1,0,0
1,2i8PbPgdBYcRtN6V6ZjGbM7dE4ttD8afvyS1y3Jg9PF1,0,0
1,4hJy77qVtcBF9saHsMVLACXgs1ez5Ya7AcmAcP5bc7PS,0,0
1,HNtbHcezG1pCAUeVTY5wDDfGkTRdFB1UkEQQCSxk7qyM,0,0
1,9sbLNP1gud3uZrLi7RFYFezgqBokE2WrD5S2NWKimG5T,0,0
2,BEV97Urvg4E81U5WgbncrFYhoDjUNnD84RRqjcoRYdgg,0,0
1,Cc6DxeLRUCDw3PcsR3w87Mshbj7Z7EzN8TexsEc1dE9A,0,0
1,BYRcuLiBp32KopLuPL68gHVSAuVQPDMhBKUcL6sJuJhZ,0,0
1,DX1r4zoHVaDedL8pXt2sYZdqThZVNZ3mBdYbzJTyx7TP,0,0
1,GhKvckSE3K7QgjdJ6wHNNbUXuVFxW4rxRPwN4XXGoykk,0,0
1,7u3ayMyvU41iB9BzcTZvK4k1uhuB9tDnYfR41e2Y8iBc,0,0
1,7mSEXg5hJh2L62soKXzFvSCjMtyG84vqXWdKEEoxtvWk,0,0
1,printJuacQeVMyax6peJmEankjshBjqceAYHf6HTuUy,0,0
1,BkxgEUJ9UFz7Ho9JCEYGcNiFvnsYNft6zcBAQHqcXjER,0,0
1,Byk4vLKMTcFh5g6WD1gn3Eh7oSQYq76ZCgL8T7QRLiqz,0,0
1,9h1FEw3qT1zNvEqnBWbNNJZjBmUECor9D2n1HRhwTN86,0,0
1,9iMA3GHV4k9gxutVSsywbZi3qeed96RUzBgcJJ7Dt48L,0,0
1,yPcLy4GgBeEVG4WE1PCCRej6UeXKGAVkaBg6ophiDPF,0,0
1,51Y3mtHXRvAfo6dGZJvAsfXiAYhrTpcFKmTXSqx55NWD,0,0
1,HEWiemvoKqgokYKMUAsofRoMvQrskZEg6bYGCGEBBanY,0,0
1,iyKrmFfPf1pzWNKz2BJE1nhu5rEZ31pLRdPCTq8YLoo,0,0
1,GbUWEqtv1q1j7yCaibSXsbzBTLsw9UzocbLXZnRRxyc7,0,0
1,EMKpnjGvHhHfV7sSEWzehnXE3SuqfunDcNVqoapZ34tQ,0,0
1,71hoofGj2bKCEuUwKuQFkGMXL2yYeyHsbQTELuBzfsQb,0,0
1,GQ35yjchoEkmP6m5soFhKobNj4TeV35dd4WhUUg2b1Aa,0,0
1,EFWWKcp5mLgHsS4SoHPeeZSYeAAWGSFJ3RjZFrwDmJFC,0,0
1,Fy1rhFnLwYpZixWj9poiCGJ7gU2K4BbHvkTPKx9fzeZc,0,0
1,57unsZKFFsArTQmhXPjbNP79c4ot8yhE1oqMgxKpNo7b,0,0
1,3Qti9wqtUEr8stgVfJy7dE1NdmRmffCuLziKJAaL6AVN,0,0
1,AuqUfxAcGNLhJFyDj9E6zmVCJ37HS7jGKnMHtcF8nj77,0,0
1,9YwoYzWiZn7o1FUeCW1mC4SukCxChS1MKL7PX478itdx,0,0
1,GUe1hjrJ8i5fMoL8KaQH5gs4n3GmhuXBKNtnssUMscg1,0,0
1,D7JsSJdRHAtVcwZmT2FgnqhY5upzvgtmPd36QjXZTPwn,0,0
1,DQTnJuzZBWYjLxVc5zsJh4Rxh6cGeWgPZfRKzaUv7njp,0,0
1,4DyrYSubfwTLanQ9vv8R87tZqVRJSUM4Uu6heFJ9Sbj9,0,0
1,DHniBgw37ASS1fyvgRKRozyKcMDjMhXgimqR9U6LtTVe,0,0
1,Cuu8p94TeCs6ZHPgHouAzvFLqp3h2Etqr6o73UMzogJ,0,0
1,HCu3rqdQzbTD5Bh2SJkX1RY7m8R8CBZ9d1H89rbqiKF,0,0
1,Ae9RkvqzBLN2M3S3wnEhKHcJdckY9YZiVYFNmj35zLbT,0,0
1,B5xhe51anfnRFutTu453pM9RGTKLfTgJV1CUmDP7pskn,0,0
1,DrLdYSm5gUSnXDj3SUztfwsDw4ANxcwc7UftQ9NMbHL6,0,0
1,RTe8ofhczgpF77bcac5KCzRe1eo7BnJvSwirfYY93Pq,0,0
1,Fgod47X8w2DEZ2DcdFGRaYuWGXvvnGkW3CDHYxCcQiRj,0,0
1,GybHR3zEYoXTfVajsoLGVVGceKcTPmD2DaNpWJtkD4st,0,0
1,5HhH53M6bCa2AHqyBtR16fvY6nB3yxW9Yq6BYtGtLD1,0,0
1,HX7zshZGNFW8wKNiBPq7yp4em1CENQRTUP7HUpyjnRTR,0,0
1,Gcg6Qv8Kdt2FHf4MbGysTabHEDmiaAPy9di88ubaM7XN,0,0
1,4QoGPuGTXkyyTpyELnW2rJiBvZXjxMoeDvi6ck3BbULD,0,0
1,5nhUh7pqJpWo5rVvZ23gv324oivpfCCfRz58r1ufvAPZ,0,0
1,E5efDp7f1ySGM9dbLzR6uunhBcC8yuhT9ixfy7hY7cdb,0,0
1,DLGSqs21V6A8gbNyKQu52AVCpk1fDAa9DWyrvrWEyQRC,0,0
1,5Jt4nrwmD9b2QJthe9o4uH4LbGCr7S1Lm5eCw37xHc9j,0,0
1,CLhkvP3EPtse2yf8AUppXhuZnhp6iabCuXKJQkoQ2Qjb,0,0
1,FACdCepKjWBEpmkviAHdsmXfUH3kkSETto4uEb7Cyipj,0,0
1,DvGhh8YZ58vrdJFD92Hf8m5buD1yt3NmZGv4VRP7ic7V,0,0
1,wPvMLwe74frHAQCwy5t58bCUQKfhcEhhj7BVTaUNkpG,0,0
1,FTwADibN8jnndAFM7iJDksYqfioPBEXBUxoZRJfSi5KQ,0,0
1,5b3sdfiD8mhN7qnTdJnzdjeEsyhpYKQFXZ5goWmaiBhp,0,0
1,FgtKtutf5QHdTa9H3QKAMj4bbngwX6m8uUxWQrXtmzK9,0,0
1,CHve3jaEmY1uLkYMKg7NwjvamqBis3Lp1G7ENyYjnCt8,0,0
1,5e7nYqerAQn3AyAkkH7VzfjTHnDGwJ2G51XKgQxSyJ1T,0,0
1,2SrKjUSGcNfUMAsjVBq4nvcUa6bENLUXEYzGBXtfqqZw,0,0
1,AsjTVkkZ37L3LUnseje8JKA3vTJC2TiYiSvbP9PtxLdB,0,0
1,EPaNBJdbXZXPLP4DZeiu4MT4pf9yz1kw17j2rJn3ANZc,0,0
1,FMxosczzvd7Bc3kUzmnK1DVJbozhm6UYT1CYjxpNjoG7,0,0
1,An8FxmXhHaF6BHFBbrhWPrXpHNErVYJBQnVR7txbzjdC,0,0
1,4QzKrBmyfvGLqZA4six9UmwLG7jQdpdtSH9RGPh4Bu3Z,0,0
1,mi9SK8U1qCyUdYmeGccw94a9eNLRXEDys9F5hirwiZt,0,0
1,HCjLzermFScSzgEgBH8FvzLufHuQqv27mdepTt3zU9yR,0,0
1,NKQ2YS3oLEQBtDoQa5mdsLx7v84uBEp6yxwLSAhvWfd,0,0
1,SR3SWyxn2cM5gRaWp63kcDpNv6rUjJqbG3S3fz8vUdc,0,0
1,9THB6AMeQDa3hBriNAvfJdAky7amitbsEzMT3ntG7EM7,0,0
1,9Mtzp5KXKj44HK26Bi8A6HfJCtT9Lk2NPpf5yuSJzHQq,0,0
1,Bv5H5oHQR4pUZgi6TkkhEW22wFgTAfhmbSPMmgTYe2Cj,0,0
1,8W9zejtwz2BaQtpcmAy6Q1MDC6gQykzk36AkTF1z4Ph5,0,0
1,755z4SEF8oxsjX64HGZojp624DmGs2SBdXvAyM1MghcK,0,0
1,DxbAVrmFeG6st9kBw4MSBq311C86V1TXhSCUSNMKWAhQ,0,0
1,EGNPfLtNe4WAcAQpnNwmehmEANCgj7FnqLUHfT54eVgV,0,0
1,4YwU8yCZqxaKpTbpnQqR3hTfvdiiMWHftdpgy73A27QW,0,0
1,6q6BAJk6U1pFoL7aSYVBUpzvdq2aPn3dMnGLVba9Ri6x,0,0
1,7iiWCi3QRYRL3kMQSc4fBJysgvjZrUb3WqfLBzV5r9D1,0,0
1,3Xub3mDK31PcuQjNVuw9ejxc1DFjPPJPJNiVxUJ5UbgM,0,0
1,2tJ4uDdKFo32VHL5q3BbJDgX8gpZUWtDYa6Q9HNzoUya,0,0
1,DRix4rZsPH9EDtF33ZzRP1YzGjmbjvJmYRuQhGpdxWDk,0,0
1,4dEpNBa1GzqArhaVDA31CpBCGNySPqqboDrTUx7ZUSDP,0,0
1,HQBCWgJ2hoxWu8VS8KpEXbhWH8oN3HE8gT7cXDGfEjsb,0,0
1,8aCmSkfeDWVndNEAd4LmLHyg1eFrew7t5BXUZeYqJy8w,0,0
1,4kpvHWCQb6biD9vXrSxL4JChXej8shjkiNDKGvFz9VAb,0,0
1,FWxYbds8zUYYmfhD98zK97hD61EBHdPyEAc1Rzx3bKqE,0,0
1,LfHHMtKjqDPrQ4GX2cLML29YnqvmYaed1GQc891pqgs,0,0
1,CMTqLQhDR7ewpLx5e4c2bJNpPhpbweDvSQ6PzaXncw72,0,0
1,DCAc2kkTxngeX99X3LBQwPLE7HsAaxe1RhHe2BuJpxnR,0,0
1,FGqJgZDdSSp7rfGmgygXbCP5SDoY61UrKFwwwmhxsvjw,0,0
2,6SkfVcHd94YqzKAw1nGTZ7b6VQDPXP4xgKVu1LdPskJk,0,0
1,BmPdSkiY5PvfzDxhrijnBes12uq9pxKyBMEikbK2G3xd,0,0
1,GGz6sVo9vDCtNHEXe68BMzH533zvKaUSbonYAdeVeGbV,0,0
1,6Mj2iZPzqxMsPiK24M48HAXBt3ik6dPKupbLvn7EqQ9V,0,0
1,DLbWPNBbyDirpBa8yTWDuf5K8PQuGFntHVqjKScsg54C,0,0
1,5hHGHrCRjvkszia4KRhs75wNTrXyYAaJV4fpna7pzHJN,0,0
1,8obrbotEoNYqssFEgAzG6FPqkCJLFUYQVnCgFzjezJGn,0,0
1,AYfMkvatBF5hqG3GuKms3rBaZLYQxSoN2zEraHU3YdAy,0,0
1,FgGa6qAuvwNp9ksE4SCoJiLswUgCHLh8Q5PoG2Vroq9Q,0,0
1,BjxbJg48jQmoBLJnRunB1CMY5SZwvcUmnXCaWNeSXBei,0,0
1,9Wmhr1nTgTX82Y7p6C1zPo6grs6Fhx3HGKbKdHVeFDv3,0,0
1,1mKBq5pNWLumCwhrSXDnNz2PbC8KyXHcRUoEmjbaEAu,0,0
1,2DHiE1zmTqPK5evSJd6uaBxmYqWqfCSqTF8oQ1LXUA8J,0,0
1,J9RimMbxXvyoMvnKhajBn62fK2S8yFtxXB9HGKYkQ5iw,0,0
1,DXSEG2Z96EATZryxcQ2UiaBwRRvKY5jeHzP8SSZm1DMq,0,0
1,9Wyu25fuUykF7R3wqHXvjBuFjkYce5MHZqN2wUUn4C7w,0,0
2,Es1yHFgbjdSviTpwawyZcP3jRTyWKX5utWK4zqGtUPFH,0,0
1,FtCTPEC3SbkdZpV1PD1n11jiyQi8MNAQFohXvqPNjDwK,0,0
1,HuzfrG4cS9XE3XF66BRhKgaD4Q1o7mg43qewDhGbsLPf,0,0
2,DenX3ySnaBpgLjqK2oDrAifJbuSAq4SPy3QkLuq7pkra,0,0
1,DJRgfShWqZAxPBkG1PNz5WNvcKMpdyMLFjwRjY1nBeQr,0,0
1,55YRXtXV25gEKj8sgWYsm4CCDnMnGBsHFCUVZanykmnX,0,0
1,3tZyGwRc7eiQGSJhERTqAeRbUabEyurshauWotg9mjKn,0,0
1,GyuoMq6phebKo1PNrUjFpGdTYY2avFCvt5igfPGxSoTf,0,0
1,8q24nYhm1vX6v7eq4gmoULr3Uj2vUKEtHPhRfnT7big,0,0
1,AzwuTUR7Dhmb6vE9S93xHkzpMnQqHb6guMUTz36dmZ3p,0,0
1,A6Fz3ZuxwiM4pNzpgU8D5KbyNVy9T68EoMe6W5uiQgFz,0,0
1,2XP2V6rZnJ4rRuBETFFFRiGArMCtwAM5Rs3rRvCM6fvJ,0,0
1,28BwyqUDYwkhxwpFZNt2wbMvxtxQ11Y9pbyMQ2Vac3Pc,0,0
1,GwoA6bG9LMuakc3qffVDwr3XQuWJjK2stPrWvqvBqw8d,0,0
1,982oJ13N5hmQv2Re24z6BMg6dnsYjgdpenJdpYJ3iBf6,0,0
1,4y23ojJtKVyiU86rbgp9oiCLZd7DbJALyWtC1fMBkeVJ,0,0
1,7bY59Ag735eiRsi452BXC6v5otJVg666tQMS6uP5tQxg,0,0
1,2gJQ1wu2DdBtFEKvCxFzUPbiLkVb4zj8necVLugALmxk,0,0
1,EQBgh1mZ4qVLzDCuFiCitot7znmXmNm51rzUWwsNWJ7H,0,0
1,ExXhMGBebcm6sKAkQT73G4bd5rifbNyRGAjh9ZsgXSSb,0,0
1,2HFyUjgVE4xtVemyqG6nXizz6su6Hc839X9Nnurfg99v,0,0
1,GtcXDyMqdMpaRNASf9EPdKYHpxEQknwgQ367d64b2S3U,0,0
1,AEZjCfMYNEmdAXKBSnSki5X4M6mz4RznhjJnqZx7CSye,0,0
1,5i2NgWzdHGQStsanCZfHwG5bMP2tZX5ntkuUdFxyAgde,0,0
1,4JCSexLyWMF1QV5NJeGaMKVZLAFGbWRLzBu98fKZdpVE,0,0
1,9GDzrqd8SsesWEsBHshuWnA1DDZVFi2sDuaPZGA3eJvG,0,0
1,5AHvF3inNvRGccboCTgdi9o1hz3BJKDaBkkS9hHshKnS,0,0
2,HDLRXuCf95ZFVujTLqzWvYZ3RDPTBSYpYkApvARgSYuQ,0,0
1,HwGCvA9bHoP5Umfh4X9vQxJyqjtxQKUGmgJkEFQgYWeU,0,0
1,GHoCKgmBswPfL1tnUqrM4GSzitEdyg7eSB8jWCykSLUm,0,0
1,FpREg1y2VTRQUwKQrHD8vDjng6wX73qXoNApXqxSDrUE,0,0
1,BtHuieQ5KtEMFVFKRQRc3SPBffdW6QvxrzrjGAhxFg7n,0,0
1,4WNh56Sn3MTazLgqVa2ZGHX74NRP7wnzExDc7hJD9Skc,0,0
1,tbrVCHwUd5M2vpxWsLAZiDLpraknUPchg7nDEws8TCs,0,0
1,5sAXj6cXSEUTqNGXRYXU3R5Y6UzCM7fFpHUBwuBCZ74G,0,0
1,81dyKN9rfiCR8DLKsRhcu4qMFqiJSUoGZMZtXoq87KSP,0,0
1,99dhT9NgT5PcpE32SXJaKYaxgwcSP7C4T212Tmrz45n5,0,0
1,BUERZPAR7y5U4RYmUupYZeeqS62J1jAbqCj3ECrd4ufE,0,0
1,AUjjFwdrXUWSRdFY4nxE4uY2yabqGT3M51viieWtfQcw,0,0
1,97qx2XKu1onVBHejXwqB6WfbiK7bTb78tji4kFdEcKp3,0,0
1,8o9ZgHgyCit1u3P7wjjSqwpJ2UKvsqyYvT9om3csFAeU,0,0
1,DU8AhSwayFUhkpjXaUzN2UaDbYRzkG6CXUbewsT3m1QN,0,0
1,4JuUF42KQ4iJaDCyg6yfDzCLjPpNmmy5WnuR6Be18rXj,0,0
1,633V4wYKzcZDb3WFrYYknFuueqaNTSzvssCCxk8SwKaq,0,0
1,8qZCAVnYxcN9ggTrC7pQnpSTHd3WLH2smZovzNpBkpeS,0,0
1,4tZEn48xRDXqRpMsWApJJe99LSzH5jZswJTxoEjCPf5L,0,0
1,Eds6uVsHFrb9xE7Ku77SKyiJdWjEXG7Bqv2pXEKNm4sE,0,0
1,DFtiPdqGAuNjfx8tciKLrBEfrJVeW3kGhiAhvTpiKVP7,0,0
1,8BBRUYDdr2JsphyMiPv3CTS4QprsYue5WhZdRQ5V6LPi,0,0
1,Fnm8dyX121QxrjQXzAHmbgvEFDoZdxyrmPcPPuX9uez2,0,0
1,AvMwcXYDfNuF4EqpLoP4zN61R1JHPobrSZRp5L1NAG4Z,0,0
1,FWaN1txpdBuDvfybYFF8dDFYaku5N2VEqcWAiLTTJaPK,0,0
1,DsFsd6v5RTmAotZ2XppSY8d1yAFSbsZny8QGCvEQB2zy,0,0
1,2kgyen8dbRD96RMrut8mLhU5KMjpanczPYXvAzsdX79v,0,0
1,As18LBsF2w3Gw1zJ5U9hQA1pCVnCvzdBVoubUbi6avtm,0,0
1,9bTKAqqtbozvu7QTXkNBJtr9tLHPxCXCxecQ6AKWSjSP,0,0
1,GufSRJrwUL6StF9Tux4MVEiTkDquUpPG8B8TKQm6DqKY,0,0
1,2UPuiMFcmS1shLWDaq3SXJdV2b1DGjzSZtQy9VsufFqU,0,0
1,DiX6M9FzdF2fzg4kxrWCdZ1AtcxmL7kbJZXKCiXWuxQE,0,0
1,CpsRUk2hLZKGpBa3uFGGeKYY8YMAezE2VsafehhLybLR,0,0
1,FhTghXKXwLEJRB1ejGXjoni7uSMPwebZ3yQnr2m7ZnHD,0,0
1,BdN9KGTbjyQ6fuMTEQyHo5mVPqEiooy8CwLwNRBBpDKr,0,0
1,4utfpBs78N6ztQZp26wxsPzgcxCLBu6TKa1UX5dPAcvu,0,0
1,BiVJy2nqFg6gNpWHBNUp8PSJwYv57ob2YR8kcVggEb4A,0,0
1,4H2c6WcjVfWr7dEQ78qgGjuGTRVibayMxGq8TEX8XQz9,0,0
1,AyHxwycdgUkEcsirYrMDYxfvewFy5Vg5G7Mn4hFWe1MD,0,0
1,8vNE5HUtahtQouKxrV6mret9GnVnJCj5fB9bxAxpPQMy,0,0
1,9MUTmw36V1maBjs1QDU2F4jDQ8T3paB5aJUTBzMKwQYg,0,0
1,2JgeZSDwncH1pey5XYW9qT3e7pgn6ydmjo5YvXu2Qd7h,0,0
1,7f5TjbpLPNWccGG6Ja4noYk37iu8apwE2dqjn5umU1wZ,0,0
1,HJQtL6hFXEErMBLehnLn5Z7716MfwDyaEt9t3pm4Hebg,0,0
1,673gSANZAwPKqLN6igiPsPQCiHAfsFAChA4C11Go9HDn,0,0
1,Ge9PK3shZJUgzkiSV23BxcDEbCSZzgrEegL2GVq4SDfA,0,0
1,HcPE7DGP3iRzBv9BJ4fYA5D5rLK84CHaRTn3dwukGxXe,0,0
1,HLsGMS3GtjiR3pPyfvR6gF77YWUYNZCBm5vQSHuoGbnn,0,0
1,TidF5SWCF3NSrSxfUy4AJgTFULH69hGb5nX6s4H5C4K,0,0
2,4cH5YMjdkFBrh9xv7Amo1ai6tiWhERd6LF2NxhCXd98Y,0,0
1,E8ZTT5GctuSQq1yoEWyn58xEt7wseMzmAL93wf5yB4Tb,0,0
1,8LT7X9EL8uKkKBEdzUBipRAfmHiApaLvmWFgGad8W9vD,0,0
1,8ZCUCZcBcP7phTFz4g9xqJKaBKZ7FqZYFuCAW4SXQjtW,0,0
1,GEB7YHDC1Aj3uZponHAANQ2vn6ijUk9udbVjee1WirBM,0,0
1,Au5CEGvKBjd5iyUZw4DYa2oDvNiJfs8bK323KRHC7qF3,0,0
1,8quCQPYzqjTX76FcSXNRspJHgXpG2EoAMum3GNJBSG9Z,0,0
1,CP6vjeBN4TUKtfYzi5iT8x7PhwwS2PkSdKUfTKNTqS6B,0,0
1,6VR6Ykiyw4WK2cfiEyS6kcZ9YKjvjqTNpVg1CwXtmRMj,0,0
1,CeyzaNtytvE1xDJPZ9bSvt1UpX82YuDkVW6TgZUZwaVt,0,0
1,4EqiQKYVycRKnZBe7zeNfVBKoFutjMCMKdPqHWbqWjoy,0,0
1,Gbm6ZytQnJ26QoqWCstwkfdmZ7Z2WYQ5tx54jJEQZXKR,0,0
1,7siNATsJHYAzbija7a3tqiMaykEPdAHHQjietrz2NBKc,0,0
1,8xBH8yPsDiTMviEGsJbiZpMAwYEPn4hw54Wr5wSrxsmZ,0,0
1,4WLp12CgpLvyWjNz75HAyJh6zRYFbkb9WMmUPwuANogZ,0,0
