owner,DGOD,SMB,FRG,RETARDIO
6JbwtAxWXo95dKet896tweiaUXaQSiwzD7VvLwDeYAre,1,0,0,0
8bU3njhuLohtKA6eHKWqTRZggK7Gj9c31qZ1FvTS8jBK,1,0,0,0
DQ3JKFwg1v8Di9iYcSaGnzKQCAJxYHb1X6mGgKqGqfju,1,0,0,0
8ouZnSySFAkRehth9zcyYyxbc5d3sRQfv6KKSbDLe5f1,1,0,0,0
9Eaxrmfjyudpj9uYqc2nX9ayny9YvNX4QDve3ymUSxJV,1,0,0,0
9NVLq4Cz5iFi2SRSPvHapsnkoS2cudfVo5zULMCqwXkt,1,0,0,0
CSR5sGdbn8fwnceRbxXp4hsaRCWhYDAaopJisSNqRhkA,1,0,0,0
H3cPyRGXwmReAMB78A8guetqPJLekVXM5DXK92ueCLfE,2,0,1,0
BW8AUmeZo4WUrVCZDoJ2TjRaBmY5obrwy8dzv2S7K8yn,1,0,0,0
24jqrrR98FGiSGTDPinVtcZehuGTZvow7GbBKYJCRtRM,1,0,0,0
2UbN6G7c5zno2YtFTUjpi4zHzmHLYB3Tj5qReLhWJnfT,1,0,0,0
7M3upXcRCs6JEodWhBVMeJMHv4WnTct7M4iYbUKrjHVL,1,0,0,0
FVcemBXfwJVuSyUo4NM4i92dsyDAFDusdRFm19gqCzn5,1,0,0,0
Axrn2q7YsixwckeUukv8czZ4MeTjRNx3MqtmiBvdu8cN,1,0,0,0
GrFAA1F6eA2wz4B3NQ2p2g4m2aLkzQCGDWi8dsLxruhJ,1,0,0,0
28A4xG85czjRCK2VCs7WTojeBuL8bqa9rtNy2fQsoSjx,1,0,0,0
Dc55W81zqaxHncFtyCXtzSYXLKACFzGvrQro4YT3QHho,1,0,0,0
8hXJqLmMJzSMVi98sTrfhWVHcLuUVYv8ax7jqzHm49nd,1,0,0,0
tojog1n5MyhtV2UdaTbtitdDCMF3r7yojz7GJ2GV2dv,1,0,0,0
8Bp2WJaTqaYKUDBA5LYdBLV9voheiZ2Uw1DvHYqYSu3L,1,0,0,0
4ryt8UnsAmzkUbnXTuVyMPttW86b331ooefjRj7VbrvP,1,0,0,0
isMFByNFXYjmCXKL9C2KWiWDpJBr1c4V5vM4A9gZUck,1,0,0,0
FEmSeoRk2M5uD9JQELCVU51Tbvx2J8wuUufgtnF5ZGzC,3,1,0,0
6iHxuznd71zCznKRGwj7NoxUPZ4A7NV2G6wj7V648UJX,1,0,0,0
4SP8rQmDTfT6eH1D694JLfraxxEiTeno5fnpVDwjfb2b,1,0,0,0
7B7JMrC6ztkZ7HpsDZ6kbbaZiaiZoikzngXoMz9DZbRn,1,0,0,0
CXToDoAcqy2BdBcppZVKGCdUSovCmta2uRsCfXYbjNkM,1,0,0,0
EbDKdHWBX2eHHS324vGAwXfZYpxxzfG3wxcjodhmZJWb,1,0,0,0
GaAuCruGDtEes7EpJGWtXEMqRWf1amRvnNFX5nG5iG1t,1,0,0,0
HDbHVSsQPLNpJEBbxjwop1w4M1bzziExnntMJa8pyV34,1,0,0,0
CafXotAMyPWSNytVcwfxQAjGtUktPReUDh2ueDn5Xfvd,2,0,0,0
68uwNunGe9qQvVWZav2AQt7AXWGzdqrT8jeXvvEuyvhi,1,0,0,0
8TqM8LLEckCjfehRpHy3AupwcAYg1eQBDFeLgvWEfAtY,1,0,0,0
GCD3BJXxgQ6bCUfGBXcnRny4qPaNZKzN7zGxzvSykaps,1,0,0,0
A4AQiXHR4U8FneVo3wuxShQtbU1Pb5vr2KnNMP7hoPbn,2,0,0,0
EBu4MgoanhHiyT5b2kuw6xzP7g3dyCjuyouhow8nTV6z,1,0,0,0
BSSDFuSLPMhqUHhPxgbaNo1ihnKTgs7nneijxd2LPL2W,1,0,0,0
2E7AETTwu1TnywX7AtT4R4eofnQBPK2PUzRcgsNnvxnv,1,0,0,0
HK6E4W2L7JNcMMFm3rszey3FMG4uH48iLdR4iNUBrAJC,1,0,0,0
BCKKeB9o4MFVyH94NQEcLoMdXGKrN2pVA9Pot3t6quA7,1,0,0,0
5q8CazRFaWMQYa1itsxW5aCq2NHF7z46aLSFtZ6X3au5,2,0,0,0
Gge3vxxocWbsTDKo7c3gwGirA81oELKWsEtBrECQAtTe,1,0,0,0
CNokLHoAohuXyYkjSXEA2oGNpC2G26aznHG2SZxgsYh1,1,0,0,0
Hgjd6c2g1fJ5bTN7mN6CQ6zrLLrxopGuRzmVEUuUug7Z,1,0,1,0
5V33JoovDe1Mzq1FeemKV74cefc6GBrXKg5ig51sxwNd,1,0,0,0
HETwNvvgsoVSUrJ2nYdBbHuZ98PXESq7qujhg6Zz8VGH,1,0,0,0
FSpWPZgPEbw2Y1XBumBKtK7Vu1Ce3ouReofzGgCThWyX,1,0,0,0
J9ZDGuFZzYpkpY4P8uJ3pFkDA2Uw3CqGnVJyJYbfraRb,1,0,0,0
HPhzF45aL9X9CLV3rmGMxE52oUHUaVNAXNEnfxjg9ndp,1,0,0,0
8R2v6fc1w3QGztWtmeRYXHaPpdS9D6SjvCPQCzcPe6WR,3,0,0,0
D78362rnWpWjFRsES8PiaYZQ3VvEUCVFcEveBVqRcUw4,1,0,0,0
CR3v4zb2NXZijp42dWH62upw1YmrC2tHoy29rtrZjgJB,1,0,0,0
8FakgzzhX1GiQvSBzqcH5Fq5167SiEngB6mLbjgD9jmp,1,0,0,0
HJtTsoQFKGCgp9ZLyxTvhcNvKqVM8YLPDCYZpejqsDBt,1,0,0,0
2MZf1rEgWUPJcAss68trwr7btcovyM5pdmuqVk82mVWH,1,0,0,0
7rJd59NLaEi61sx3PoHAA8Yd66Vf9N2oenpcH5dGUmmC,1,0,0,0
2zYqHVv5sAiJnG6PvkQg3SxVizeZcXVK2XYTJQa5wrKd,1,1,0,0
Ag132FvBEVHPtsh6JgMQ18RdtCnRpwS7Jm5k6GTgWWaG,1,0,0,0
HGGRL62a9H2HxLKZ46kSvUu4c8uRMvAkb9jDYk3bwk5d,1,0,0,0
8qRPza6AUVWr9Dnw6zSGR4fFJjKtTD3jCChDpZEiUWPm,1,0,0,0
5KyfZMQPu6BWzN1XuA1g5e3CTzLeTxvcMLGXTJKmzuys,1,0,0,0
CeWufFdpWQTjwz92kVCL1z9EVWCcZoLv3acR1QkQa5s9,1,0,0,0
7t69Pd1Ntqk7et4ACp516e9P2YwH4u6ViHVVFFqjQ7T8,1,0,0,0
7woFekwSQ4txRTegnTN57NvnBLLdjLjDBFbwHdd6YnDK,1,0,0,0
HsEVHLwnqpkE3UJHXgcDBJdwnniVq5zuCMMoSkadXDBs,1,0,0,0
mtFDNMEdZrVTPaKvPQdPLaADoAeCW6Kze7dgKa9TTx6,1,0,0,0
3VGpYebvhWP6bAB9xxDN4PxMZQwBzFSNc34eDvbMUMzU,1,0,0,0
5aWxaesVsLrpiLDwXAEFWoXr6cx2J4Bm3LRc7Vgfftji,1,0,0,0
Gg5Fg5oVBCHTkxRDQbcXTva4DzLRn8zqg1XsaoTfH3xc,1,0,0,0
2QoAYdKY892RAQPcWDCE1bkMkPV2CLGsRRJLP45oB2bK,1,0,0,0
4dSGg6NdEkwqeq55KUi5R722d3eFV5ptjCctYSxyPGBA,1,0,0,0
8WFmPLQYA7ZmMvzkUDz2GbJyH424H7dpb9ESHiSXpJKm,1,0,0,0
97WwDWQA7kKfHXgx6aNC1m12J3RAVUhifQAoCWkX8h7B,1,0,0,0
5EKdwNYS6h2veNVWgmuSrmgkSkHyGXdQ2NTe9AoKLf7C,1,1,0,0
C4tpxMTPQrsu8iEuTzgK4AG1dYn3DyKn6R1awKpB6kgt,1,0,0,0
FGRSgiXoAe6bC6dHEusucbJf44Hkwd88dN54y6eZBuCJ,1,0,0,0
59HTiykjothrcsuKLY4qcDvJ79kMhsfzEDjcn4QXzriL,1,0,0,0
D5HT4Dh1KzMcwf419fhWvcN2yNwXBm7LjQMKGFrGJsRT,1,0,0,0
BaynSx2KMuNAsiCquaZSgu5Tf3U2SxX8egegAbwF8n2w,1,0,0,0
363TUBwNZ9rZhzMQkyd9DjN8MvPzxWzu8EJU8169nhsW,1,0,0,0
DdjpShyXzXsAfTUHyH3zxZYazTzHLxv8qhCnDeXN25Pu,1,0,0,0
68hfzrnzaG9YBFBAemZeGj6PNN6bq7GuRz4dN7fqQvdE,1,0,0,0
5spT6LnmirQF3375EWyp2DZaeadGcMeB8pt5cvz5EsM4,1,0,0,0
7HiPNXTM8akv5JGpgW6czQh4SrYkxbohTDL6ZxRguNZK,1,0,0,0
5UK69nva2GfoEkaJmCQXvYDtNQeZxv9kiZ1zxX41mBaL,1,0,0,0
5pFZLk5V9pLyXqSpJnaAEWbQtQ46x14kDsiD8fBddDJY,2,8,0,3
2MZUHd9AW2CTDeKH3tgE7yZjdk8P2V9TBkt3EHfyQTfz,1,1,0,0
F9GU3LF2XKuJKa3EYZEMx5LD6wetovwfMStR7TbYHEpC,1,0,0,0
Hd3QGDP6LHgGA2jsvs4DmX9nwPfSZdu3UcwzXJC75gK8,1,0,0,0
5ro9TnGmQNyuVRj2Y4FrqvL53vi5RKD77sQdPf2udFeQ,2,0,0,0
5cmCn6fXDRuLBpz8LSwzZWWYbUaZxWq2zMRcGkterSGP,1,0,0,0
4SFgkLDgf3e7UGTtWUzT7moFsuFwuWQV7dN9P7bqtS1t,1,0,0,0
H59upG9Z2iFQKrCvJL8U8cwVRLRxpfhfFk8dndv6KZ1q,2,0,0,0
4jC1yBgqdTU5soeL85b9bCNdPfPDNgCcaoPNLk3CnDMm,1,0,0,0
Cg6XBJ9nHLHp3ojbUQ6HkjhUp5pw1SgbrbptJA15n4Vu,1,0,0,0
DyvKV1eGmXnStzyJVUEbuhFde8xGw4LxjZZ7rfNEpoM1,1,0,0,0
6rWjMaAqpZ5qpNLNCWLhe9qTirKqJnThrzUg4i7gs3UW,1,0,0,0
6mmrJYVd1KGahQPfZtHXJbrQ6twbSrQz7UehDRAyZms2,1,0,0,0
3TjWRHJ8Pkj2MnqjFy9rhMSVEKBRero34BF5CNYo5UoM,1,0,0,0
6vVfEn7YtTEHBGN9WUHJS3uajh85UrBDqSaJdmsSpwBa,1,0,0,0
CMSfz7sttqiC8GBstjcS87YiabV2TXY9m3jM9bJrXsQi,1,0,0,0
5iEJVM1i2mgRtgiywutxXZjbbpghMtfiVeBXhdwxNWah,1,0,0,0
6P9cQibYtsueGNjgjwP92SEC4zSobhpdTVHmzPze8FNZ,1,0,0,0
8M7viwiZpTpKqb6vawo1sDud4cX8sfdZPyJiKGqyA3Mk,2,0,0,0
Yf1q8BCAckzBTdGa1cfaEy3RB2YB8UGCHvhamZyz4WJ,1,0,0,0
Gius7dRtLd9dwryQNrhKNwM8hATBAgfJBj4T4dDHB6Hc,1,0,0,0
BzAGFWhXN6UecDW9xsy5qHYCnVZvXVZXfZGBqqZNWWAk,1,0,0,0
7ydta41PEBDKUuySVZEd1nXY2V7aHRbSr88LqkK84v7H,1,0,0,0
AZncMdkcVsozBEnGmZnMLV7SXi8KzKdkGgPuoMKRzrsr,1,0,0,0
4YPkcxp2CzHPdgDYvGnBt9XXCVhADrAVGJ14mdArznky,3,0,0,0
97R8FCCrbvSp97Zg9f5u6sbJuAzQXPQmpWPYUw3QX8hV,1,0,0,0
55wkMhZRQjZptyQxM8B6C1TThkbBjZqkTLR5nS1c2Xoa,1,0,0,0
ATRjXrCuMKDi5gqMGptzEPQnrXYHvLjqNcNAevQRN2Ry,3,0,0,0
3ji3xPdfEewXMYhieD9AkqpgD1cBQc3VQX1P7VwpL8Dg,1,0,0,0
BHV1XbFexQaNU9oyqg7pfJhJEExHszFKW466bvhBUpCJ,1,0,0,0
ZioNG5nbfsJPchTJTD3b2exJjHpx3gULgYgW7tQrBrr,1,0,0,0
J4cvSo1ceZaLJHi35ijVdVZ75EyJChhnLLfpa4hXxAMj,1,0,0,0
A11ZfsWQyYhLSueQnb2CcT6qbNgxeX1JDcGZBUvoQ9ck,1,0,0,0
GBAM8ZBWKfWR81qXTbCN6LqbJmZkPUooRjZ1gdtC6Fdh,2,0,0,0
Come8dD5fFoGqhiGgjxf5ZPBfxUwA92s2TMVpFvcroaP,1,0,0,0
HvtBfRKskYoox3BFFqMffTF83Kjs1WWLdJ6GR7MTmJAM,1,0,0,0
8YKm8wRe5xR2kerK2PbhdiLftobAJKJ7Ne6LgU9mPAVw,1,0,0,0
8cDwFXCbkQSRic84hFYRmiwwmdovSnNPCbzuhcLLpciX,1,0,0,0
8PicEyjGZVNGNqf4BJZq5Dv9gbyi4kpsTqLRZtGGJrqg,1,0,0,0
BBomZ9LFxGGKsZdn3319CQbScoQdb2Txy3vpzB7q5rnP,1,0,0,0
AxqTa1Xecr29bck2xdbFsV9mmbadwPQJnJ9yXacYtcCw,1,0,0,0
AWJpVyD1KiU9PwahZ2R187gkvYSTKnTQ1VGGWenTATNP,1,0,0,0
77uK4dcqRkMwHNxF9xLX1bnFkfgYJPtBw9yNFPcH7DfZ,1,0,0,0
YzuWBK2XpDeoVk9u1i2kfNJZqzAxccvs7x84xRrp1o4,1,1,0,0
J8psx4od2dUHHd1vnLCrYxAt2knxrERBoZnMK8kKR3Rr,1,0,0,0
Awqo8kZSXEbJDGFY2DYQVBpgB5AsAETda4ViTv13uRZ4,1,0,0,0
2ZaaAwyzjC9CxV9xxsB9mN4hqjG26E9Mhps4k1Ti82zt,1,0,0,0
6fXP32x22SEN3NpJnApSZKLJJdxjUTD7AKzp9RLrEg1K,1,0,0,0
8fNsw2xDpvXNNEQx4T7RxWWZ1seWTmgYFFG5FtdxZVsC,1,0,0,0
HTPHj3V2gkuvgBpH5ZY9y8X6qGXUxmpZoCvyP76zGBUj,1,0,0,0
9qDQ3YmnJewsSgAs3nAo712YEPCjwTeH8M8wwajUgxvn,1,0,0,0
3zX9B4cpdfZ8j8MAJ85rrr63r2sRqi9ncs3gbHrxxpRw,1,0,0,0
HfEgofW7LCjZ2GX2ta7BE9K9duDiDrsDR7GD5pfsTCZF,1,0,0,0
F5T24vJQFQspAnEEDPkDhSqJJQMGdQHU21jBTZkqZLxL,1,0,0,0
AwkgeqY6hCi5J4CnvaLGW5qp2GiXNN1m55Qepodi2Gys,1,0,0,0
7fWeD9j3uUDvnbpmCGZMvkJzuaque6hR1MxqcQynsyhb,1,0,0,0
C3e1XpzZy8TnGxYqeoQcgJQxR5f32n8bL3YqrfgWFCzX,1,0,0,0
GfduakG3TVVrbzCy18NiS5dwKJeiYhgNYGT4YUWJZ5WM,1,0,0,0
6qjgr83UvGaVym4fA2Ms2BmzbzxiQN8MwGZsFjxZRwpo,1,0,0,0
FmbM4HuejfpphSYcyrrkL88wrbZsr7NHDkSsvAuK47cH,1,0,0,0
3vWNQ2BmSdfnGFxWaPaF3NhUamGBdTuf3ALVEJzmHrYA,1,0,0,0
EBX6kxC6FyKfawFCPdKJKts1EhBEJ9ue976EXrqDtG3H,1,0,0,0
2Yb7vYM5aDLFzQdXcWFqk2BHFuCTQViYx9oscGxtoB8y,1,0,0,0
BzTNJfDbrGKGdvbGFf32t5KFD5p4ML1KVzHR5FFT7Tmj,1,0,0,0
FzsLnRG2mDD43vQvXYP2g46AgtvsCeLRGExu19A2tUh6,1,0,0,0
eHBaW8kFhhefLHijX3sxSAkGDr8pikKVuJteC3dsq8R,1,0,0,0
BRKStY9ZtEdSsy4gPUa2pPoZ11EFLjgjcFUPi9b5CDLR,1,0,0,0
HKT1kmaCZsB8eKZGxSGwtzfFjN9Y6hnEuWCPJScwYKMK,1,0,1,0
8CWpNZpYHvrzYygYhEGGsrE1pFY5NYySeZBfT3PbCtLf,1,0,0,0
AQEqmUnh5Rq2xZkRQJiHFVBhkJHP2k1KbvT8eVyvPfoP,1,0,0,0
vXratoPySGR233swxKYUtufWmJv9QyTBhNUJh4BvHok,1,0,0,0
GUJ63mNhpA9MYvmRZLx2CY8bqc7zwsx26C8P3vtcjqWN,1,0,0,0
7yChrr8g4ko9tmdKCQTS9vVSv4Ni4Zpp7BwxXmuaHfFw,1,0,0,0
DpmZrac3mmULaM6st2kQiR4kTFULHqBc3uBbM6vMHBR7,1,0,0,0
7UJ494aU33bN71V58gaaUS22tbn17u41sQMLSTGm2SEM,1,0,0,0
E43j3Wq55joJB4MtSddZjcMLcuhY5Y3A4UyTtee4Czhu,1,0,0,0
5HYjqxXereKHVZ7Y5xhfXL74CGXFYHZj3nxXxCPLiX9N,1,0,0,0
6kgFWJNwoJLg3Rr72JzbMVfLuZuiyE8cyLu5UywQFc9f,1,0,0,0
EpgLZL5YJ2dSyVY4iPLMfft8adHHyMESxqKRvtSfUNUi,1,0,0,0
2c4bboPGAasFaXFKPu3tPkDsq5agVFsvkaqQF67EdhwJ,2,0,0,0
A1sERtMSQNfjFWtm74etTRPFbada8pBfmZ8DzQ5UVtg3,1,0,0,0
4r3qsGQ8YK3vYQ8uPRQpCah2MbHSfwnrVde9GXoWPCQS,2,0,0,0
2FbDbRrGEBXfWCTzMRMumGkVVt1YoF3UGVrXTg4CS21y,1,0,0,0
eo4iFXoPKhhh7uAMgiHesaNsV93QeLtDsiUiF29KiY9,1,0,0,0
5hZSgqsCzyPyzWbr12b4gggeU6ZJJK79vaVt5dsVNUp1,2,0,0,0
7umT65mWiLQPRcuqV46hC2aYgvxgYQuyHsgoGCq3XYAj,1,0,0,0
FppRgvfsmoecH2DW9VYRTxWR9CWgw4SsQG1KdwjsG3fd,1,0,0,0
6jWMWrMmwAJQnEC3gsT2CEY8fPqrkAmzqmEd7qj1no6o,1,0,0,0
3tsXbfg7GtRPvsaCKpVtW9vHjQ2kX6YqXH89DL5y49VK,1,0,0,0
83KKCRsHMLxFM4rT2eBDnrUvc4ibQPbMo6v7DEoQYzMG,1,0,0,0
HTFUNVWySjuxftxuFiSH7rfRrx1hLVjQgEWGnzyUtiyv,1,0,0,0
H4c3MG6t8ypqDQvbHqSy46o3xq66NcFK5ytWJ1NU8Y8a,1,0,0,0
7GGvN8FxauK1MSHvUJhoGsAhJqr6A9xJNWyKSumBzfQh,1,0,0,0
FfRa5wAc4RgbKVNbTRJ4LzJGDr5jwLkuo2fgTKUyjixS,1,0,0,0
7kYbcoDtsLZwifrk9CghGYLv5mi6rthDZEyjroAhphDz,1,0,0,0
4hJQPmZ3pEbyACV3inD3tqZsvCFFxmXUrMcvQRsRrBoD,1,0,0,0
7i1iECTBGaSk2jkUcsg8PjAuhMkqmbPauFeSWsz7ecj9,1,0,0,0
AAdLiGar5koXdeduEiSrXkPjNs8NyXgUKx8gyxMcARMj,2,0,0,0
Feg8ZBDscy2rSNLq3cqnSheumWMDiqU9cSY9f5QHcvtb,1,0,0,0
Cpf4crmMEoEJ1FHXBGS3gKhuhHfvkM3weyQ51C2nKrEz,2,0,0,0
9UUXXDxMQs6vGdi5R1ZaidLizNRMh9hNmqWeD52kNNvy,1,0,0,0
G8T46BMWorrtndnGQMxKc39yYq59c8uApuXaKFcLsofa,1,0,0,0
Fe1EZTDq1eyAGa2gvyeDvqU8VH9PHtacT2rahQmRMLW1,1,0,0,0
JG51TpZ1vavHp5kc8BeVDbZ2BQaZ9Dnnsn7qL9apxa9,1,0,0,0
7MmD3DvaaSVvsABogGkC5tX3Qrn2U8ysB8aEzpvYWcfQ,1,0,0,0
C6JDdpbWLqUQDLa4csDQ4mZu63rpE6kJWLMPgnrxxGaH,1,0,0,0
5pCgqPP3T16g1TtfrTJnwuHrTFKhNSj2ok6Gp9FWVRzR,1,0,0,0
g8neoXEhPZRuhddwZd3LFr19aix7TTKbeHwMzAjBaC3,1,0,0,0
BfzFVCTuSQwd1o1AaYV1oWi4e44LCSmzDdkL99jxtwzQ,1,0,0,0
6E1zjKy2FiwogUgf5oWqEjwBYi3WVEjpDtEL1qpmRahF,1,0,0,0
Dp2gxpcpw7LPR6Wcsi6ixdpfotKU6RicuZER3P98GPpN,1,0,0,0
6mdNJ1Yfwiu61HgD46p8UMjVM6hvVmcy9KzA59ENFMe2,1,0,0,0
AuYfqaERxnkFrg1LP5dS1p32QfykJ9mnBHq3pL3ozYLy,1,0,0,0
Gkb8wxgqhixY3K8NNrM5KZuSY5yFftud8Jp2D5KMXLPQ,1,0,0,0
CjE34S13X6roDA5km8g7e7Cn7zT1F6kvU6c6hbKKuBD9,1,0,0,0
8YBzoqKwivzxiTtGwCy3fPvYC74xtTNLk6GhGRDZ5K2g,1,0,0,0
2eztPKSRygdHsMtGy2vcFJwq7kXeGF8MHjxi2DRHD7bG,1,0,0,0
8eQfKKZdURYresuAJZc6geLkXURQ3ewXiv3nyTgjnDTC,1,0,0,0
9TU2mAtozVGzg5CnhciC6J6Gs9rcNajWzGUidfahcAKA,1,0,0,0
3UbLJoFvVr7VK8a3vFgkdvRxXp8kiJ9dcRruqDmD7NJj,1,0,0,0
2R4rPr2WruiqWynthNWehz4WyDuvGqNfP4qeN6JogdP4,1,0,0,0
8pREUmUWwzhfW31mkcyFTTLktUHV4KE6LDv5vKFGTXiy,2,0,0,0
C9T5sXvAxgA4NcdXrtAMsSDMrNocHmHFrGcePikZ5ss3,1,0,0,0
GFEAfGUGmUyFCYW7XqkxrB3yUcE77aSi6bxgqBGAWzzs,1,0,0,0
AHWYp6VpHWo8BctUMCnYMZr4na4QXaec4T1a26yMdcqP,1,0,0,0
EoP7EvyCaKKv9nVwdDn8kgN1YDKpsBkVTiLAmFkDpGmT,1,0,0,0
5sPJX6bqL2GiXVGsHm83j1kHZA6DWry3oCbZaMndS4WH,2,0,0,0
9utMyk6pXddbFNgKN2tqdnRbFbo1pLS5XhmHfJ22gAJM,1,0,0,0
A4PKBTxuCGVGbggtrtybXL6ALeKAoG1AppfuZepZ76ZK,1,0,0,0
8JJnPH1bsQC66qBnQEKAxh2ZC8D4fD5nStEJ6V4PCFQN,1,0,0,0
DwHsuvsUipbQd6mTZpKRBrYQy7pKrnv1gsAEz3aEPWis,1,0,0,0
2YmXYuU3KdaJFAFoMP3VUZTq8Ps8jB2oRqHj5N4uWMc4,1,0,0,0
DanMsLUQpogei6TFEjLYYjqieobUbsHH8WDaLqXR2xh8,1,0,0,0
9MW1BGaXMD2RBRAZVVMCcR2qZd2cYa1Vr5YGvpiyzzz7,1,0,0,0
6tjNQwwcJ5vX5RtcvhXeirV3V9NGBy6xScPMcKDwvTQh,1,0,0,0
2R4UsEPpznTi7eienpmDQoPscNyo86aXt4FdeYyNB1NJ,1,0,0,0
Jsa3Bye3ra9eC5bqQ8WcxCAEeSF1aqNtraHrMu2QTsH,1,0,0,0
6ZkPLJf7xQVffBbjPepfhQVNmNeNgsdyEqZXod9aCaCq,2,0,0,0
DCaPFibcW1uRf5LaehWrjMkV6GkReuAoguQTNsSHaaQX,1,0,0,0
AxFxksV3ad96DXWsfnZtMN5m4v4ivUNt4Ty1gh1cRkaa,1,0,0,0
E8xgBKHe7uj7g5WbmmXXJsAF9WEDCRAyjh6Zr8TFmwuC,1,0,0,0
J3r3QV2373A4KfRKhGkZhjnVdCgdPmxYgK2uctjkNed5,2,0,0,0
3zKbFcSqFPHiqFK6mnT5DLTiXjFs6TQJGw8TBheTuMGP,1,0,1,0
7rMZKJwzPDEsF7bQmT1RhcTufBAXpMTJLNjAVEtWtXYx,4,0,0,0
Gn7rvmSP9oKsBoHfFi4E7XhJYXJr7xVFCqqmJ8bTDAT5,1,0,0,0
Hx1iABNpbNP3wbfXSxDgXG1v15vUH74HMgWYwUSkaB3H,1,0,0,0
Eh8Koc18aYZ3BqmMgkZfSy2CLx4dGxNLpwTQocF6bQUb,1,1,2,0
FKJJEtYJiETXkqQgTKWyx6DAFKzBg5DpkrjhREWpLpr1,1,0,0,0
H8ozHAr87xyHfzfuxfg3kVNw7CFFhwgJcqvP6RNVUNzR,1,0,0,0
BEjmsiiTp4iiX4oNw8BP1gVz8Nr6KyVP9vB2hhSsvm5d,1,0,0,0
L8QbQo5PYMJARv9XV3GDcCuCVmjCYhxS9qQzeqhxQJX,1,0,0,0
BVMNR6BpZvq3bSTgmKsvD7qRKHjeGEUCS8miFziKqobs,1,0,0,0
8eVXmaYSQo7j21adyyckbQYFarTS6UcJKpEVxy228FLX,1,0,0,0
BgT4ZxcZ8oK5va5KWFhubAmR5NSBZsKR4ApocU1wc3Lw,1,0,0,0
3kYPicEUyjRMspjyVSvd5tAKvCFBG5nEXLMsk531Vsjo,1,0,0,0
6UWokqQxV4mcK7DeggjQGYMvLJ5HY6zH8AM1Bj6axPGw,1,0,1,0
3ovDaHpvxoVQ9EycH2HGo8bsbAy49CnU5VAHR1wmVypN,3,0,0,0
32TMo3Q7f259ybJt4b3jma1PWXF4CpWvZZRM6n8Haxfb,1,0,0,0
BoHKqVX6PaeVtHsSnPDcLu6YcLCm5hmcJkHhy5LFhEce,1,0,1,0
44aENUnTzL3CiickbuQnhoouToYFZdFGFNLMLTLbgvtR,1,2,0,0
8aMPEVh2rjkg1TcvTuN1Lpp1544onyqNXju46VyB7gt6,1,0,0,0
5rpwyzGRb1BWWzCEPdxE2JYj7irX1AAjiE69h6tytcud,1,0,0,0
BsTrbMV6wdrW6T2Kry4XnsNCKc6WLxKtzSVUVJRGe8qA,1,0,0,0
2t2zUWVv5sZTG51zdJ73jHnEcXMbTGABiP3QEy5j3SFX,1,0,0,0
7mYL5jtuFzfugcet4ejA3RMrrwa7gQYmuCQyZMzZnKti,1,0,0,0
AxtdRuhBNtEf2exL6t45SGa9vJ8v1cuWszfpa6BaVs9U,1,0,0,0
FnUV4FBpUHizZppx7EToGj3dtfsAYdJfa6zjgJBVjNGf,1,0,0,0
9XMyEUWRbNRs2XpBZNSTnX1hRgmUZQy7tozbnczu4ukM,1,1,0,0
hh1ndnz8yRNPuGVvMToarHG4wUcTQoYMkBdyWGmMYiG,2,0,0,0
KCL8QodWgE7TNSbBCwEnGwWDzH3KwXruoKynJdRSJBZ,2,0,0,0
BYahqrgqLkNmycagZqLk2NnkuWSQZEFwr9xckAojuaNs,1,0,0,0
9NGohirNMgAtWqTJjmhFZqCYnGN1wXHPb7Mjqi5FfWoE,2,0,0,0
CQUk6Djk6ZopPps1gZwzpgp7X7nFwyzcRp4sDauGpDHo,2,0,0,0
85tK1BdjC26WHESLUqFxznXudMQHv9AkpanpkovwPHF9,1,0,0,0
6efkqnXDcjeuZEPyFj9zVS3RmQcVfo6tr9fAfBnL3q83,1,11,3,0
CQGC1rJZPKeJ2YSVSeuVm4odfZqsVfeWZqU5kFcdtwf8,1,0,0,0
4gTUziTSHDAvMtD9eGDnUhoxP9nZC6JwMy5Q2u7woEwN,1,0,0,0
5V4NuJtsWqNmXM6Woiowiw2hFVjydT47YGy5JX8TTawW,1,0,0,0
61sGeQR9CgWB3sy72PnXQbcNcUwQeBVds8mMQp6njJfU,1,0,0,0
Df1LCQ4QEyfGKUeJeFtH2tH8ADMt1UJ489A1PE74RzhE,2,0,0,0
A2cEfjSKNHkKiCbnnii3wBixkaoT7LNjZqKVbVnttiDx,1,0,0,0
ENztrHMjN1nTMaGzmdQhqZLoPzGjFXH9wpPtEj4xjzVq,1,0,0,0
3jaMhTQtSZDNqAgLqR7HeSo4z2MM9LEWjjs4bXeMU9qX,1,0,0,0
Hy3sG7cPwPCNCmYmvAdW3oGWANyt4JtWAUFHdG8TkvV8,1,0,0,0
33vzRoQp5Rjw9GvAv5eRKA8SqdqUxoZRRWpat87XZf2q,1,0,0,1
G3YreZeVxTguNJ11sJaUvbFiPSi91XX319ZNpnfHHuhj,1,0,0,0
27qasvTNCFZDmxSWrTqd6acP7VWSnnu1SoFGbGf8kyrh,1,0,0,0
9QKF3aZBa4qrLUbrWWsFkZU5972wtgK1T1M2EqjwAeUi,1,0,0,0
BeyEwp9QQLujpakiU68PzKm5LkChRXFou3HDGQ5yLAnE,1,0,0,0
